mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	volta	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	lyrics_1	dynamics	articulation	slur	Trill:trill	decrescendo_hairpin	diminuendo_line	crescendo_line
72	72	287	287	0.25		3/4	3/4	Chord	4/4	1	1	1/16		1/16	1	1394								
72	72	1149/4	1149/4	0.25		13/16	13/16	Chord	4/4	1	1	1/16		1/16	1	1395								
72	72	575/2	575/2	0.25		7/8	7/8	Chord	4/4	1	1	1/16		1/16	1	1396								
72	72	1151/4	1151/4	0.25		15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	1397								
72	72	284	284	0.0		0	0	Spanner	4/4	2	1	0									0			
72	72	284	284	4.0		0	0	Chord	4/4	2	1	1		1	1	1398					0			
73	73	288	288	0.25		0	0	Chord	4/4	1	1	1/16		1/16	1	1399								
73	73	1153/4	1153/4	0.25		1/16	1/16	Chord	4/4	1	1	1/16		1/16	1	1400								
73	73	577/2	577/2	0.25		1/8	1/8	Chord	4/4	1	1	1/16		1/16	1	1401								
73	73	1155/4	1155/4	0.25		3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	1402								
73	73	289	289	0.25		1/4	1/4	Chord	4/4	1	1	1/16		1/16	1	1403								
73	73	1157/4	1157/4	0.25		5/16	5/16	Chord	4/4	1	1	1/16		1/16	1	1404								
73	73	579/2	579/2	0.25		3/8	3/8	Chord	4/4	1	1	1/16		1/16	1	1405								
73	73	1159/4	1159/4	0.25		7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	1406								
73	73	290	290	0.25		1/2	1/2	Chord	4/4	1	1	1/16		1/16	1	1407								
73	73	1161/4	1161/4	0.25		9/16	9/16	Chord	4/4	1	1	1/16		1/16	1	1408								
73	73	581/2	581/2	0.25		5/8	5/8	Chord	4/4	1	1	1/16		1/16	1	1409								
73	73	1163/4	1163/4	0.25		11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	1410								
73	73	291	291	0.25		3/4	3/4	Chord	4/4	1	1	1/16		1/16	1	1411								
73	73	1165/4	1165/4	0.25		13/16	13/16	Chord	4/4	1	1	1/16		1/16	1	1412								
73	73	583/2	583/2	0.25		7/8	7/8	Chord	4/4	1	1	1/16		1/16	1	1413								
73	73	1167/4	1167/4	0.25		15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	1414								
73	73	288	288	0.0		0	0	Chord	4/4	2	1	0	grace16after	1/16	1	1415					0			
73	73	288	288	0.0		0	0	Chord	4/4	2	1	0	grace16after	1/16	1	1416					0			
73	73	288	288	4.0		0	0	Chord	4/4	2	1	1		1	1	1417					0			
74	74	292	292	0.0		0	0	Dynamic	4/4	1	1	0						fp						
74	74	292	292	3.0		0	0	Chord	4/4	1	1	3/4		1/2	3/2	1418								
74	74	295	295	0.25		3/4	3/4	Chord	4/4	1	1	1/16		1/16	1	1419								
74	74	1181/4	1181/4	0.25		13/16	13/16	Chord	4/4	1	1	1/16		1/16	1	1420								
74	74	591/2	591/2	0.25		7/8	7/8	Chord	4/4	1	1	1/16		1/16	1	1421								
74	74	1183/4	1183/4	0.25		15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	1422								
74	74	292	292	0.0		0	0	Spanner	4/4	2	1	0												
74	74	292	292	2.0		0	0	Chord	4/4	2	1	1/2		1/2	1	1423				22				
74	74	294	294	2.0		1/2	1/2	Chord	4/4	2	1	1/2		1/2	1	1424				22				
74	74	292	292	4.0		0	0	Chord	4/4	2	2	1		1	1	1425								
75	75	296	296	0.25		0	0	Chord	4/4	1	1	1/16		1/16	1	1426								
75	75	1185/4	1185/4	0.25		1/16	1/16	Chord	4/4	1	1	1/16		1/16	1	1427								
75	75	593/2	593/2	0.25		1/8	1/8	Chord	4/4	1	1	1/16		1/16	1	1428								
75	75	1187/4	1187/4	0.25		3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	1429								
75	75	297	297	0.25		1/4	1/4	Chord	4/4	1	1	1/16		1/16	1	1430								
75	75	1189/4	1189/4	0.25		5/16	5/16	Chord	4/4	1	1	1/16		1/16	1	1431								
75	75	595/2	595/2	0.25		3/8	3/8	Chord	4/4	1	1	1/16		1/16	1	1432								
75	75	1191/4	1191/4	0.25		7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	1433								
75	75	298	298	0.25		1/2	1/2	Chord	4/4	1	1	1/16		1/16	1	1434								
75	75	1193/4	1193/4	0.25		9/16	9/16	Chord	4/4	1	1	1/16		1/16	1	1435								
75	75	597/2	597/2	0.25		5/8	5/8	Chord	4/4	1	1	1/16		1/16	1	1436								
75	75	1195/4	1195/4	0.25		11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	1437								
75	75	299	299	0.25		3/4	3/4	Chord	4/4	1	1	1/16		1/16	1	1438								
75	75	1197/4	1197/4	0.25		13/16	13/16	Chord	4/4	1	1	1/16		1/16	1	1439								
75	75	599/2	599/2	0.25		7/8	7/8	Chord	4/4	1	1	1/16		1/16	1	1440								
75	75	1199/4	1199/4	0.25		15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	1441								
75	75	296	296	2.0		0	0	Chord	4/4	2	1	1/2		1/2	1	1442				22				
75	75	298	298	2.0		1/2	1/2	Chord	4/4	2	1	1/2		1/2	1	1443				22				
75	75	296	296	2.0		0	0	Chord	4/4	2	2	1/2		1/2	1	1444								
75	75	298	298	2.0		1/2	1/2	Chord	4/4	2	2	1/2		1/2	1	1445								
76	76	300	300	0.25		0	0	Chord	4/4	1	1	1/16		1/16	1	1446								
76	76	1201/4	1201/4	0.25		1/16	1/16	Chord	4/4	1	1	1/16		1/16	1	1447								
76	76	601/2	601/2	0.25		1/8	1/8	Chord	4/4	1	1	1/16		1/16	1	1448								
76	76	1203/4	1203/4	0.25		3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	1449								
76	76	301	301	0.25		1/4	1/4	Chord	4/4	1	1	1/16		1/16	1	1450								
76	76	1205/4	1205/4	0.25		5/16	5/16	Chord	4/4	1	1	1/16		1/16	1	1451								
76	76	603/2	603/2	0.25		3/8	3/8	Chord	4/4	1	1	1/16		1/16	1	1452								
76	76	1207/4	1207/4	0.25		7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	1453								
76	76	302	302	2.0		1/2	1/2	Chord	4/4	1	1	1/2		1/2	1	1454								
76	76	302	302	1.0		1/2	1/2	Chord	4/4	1	2	1/4		1/4	1	1455				23				
76	76	303	303	0.5		3/4	3/4	Chord	4/4	1	2	1/8		1/8	1	1456				23				
76	76	607/2	607/2	0.5		7/8	7/8	Chord	4/4	1	2	1/8		1/8	1	1457				23				
76	76	300	300	1.0		0	0	Chord	4/4	2	1	1/4		1/4	1	1458								
76	76	302	302	2.0		1/2	1/2	Chord	4/4	2	1	1/2		1/2	1	1459				24				
76	76	300	300	1.0		0	0	Chord	4/4	2	2	1/4		1/4	1	1460								
77	77	304	304	1.0		0	0	Chord	4/4	1	1	1/4		1/4	1	1461								
77	77	305	305	0.5		1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	1462								
77	77	611/2	611/2	0.5		3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	1463								
77	77	306	306	1.0		1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	1464								
77	77	307	307	0.5		3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	1465								
77	77	615/2	615/2	0.5		7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	1466								
77	77	304	304	2.0		0	0	Chord	4/4	1	2	1/2		1/2	1	1467				23				
77	77	306	306	2.0		1/2	1/2	Chord	4/4	1	2	1/2		1/2	1	1468				23				
77	77	304	304	2.0		0	0	Chord	4/4	2	1	1/2		1/2	1	1469				24				
77	77	306	306	2.0		1/2	1/2	Chord	4/4	2	1	1/2		1/2	1	1470								
78	78	308	308	0.0		0	0	Dynamic	4/4	1	1	0						fp						
78	78	308	308	3.0		0	0	Chord	4/4	1	1	3/4		1/2	3/2	1471								
78	78	311	311	0.25		3/4	3/4	Chord	4/4	1	1	1/16		1/16	1	1472								
78	78	1245/4	1245/4	0.25		13/16	13/16	Chord	4/4	1	1	1/16		1/16	1	1473								
78	78	623/2	623/2	0.25		7/8	7/8	Chord	4/4	1	1	1/16		1/16	1	1474								
78	78	1247/4	1247/4	0.25		15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	1475								
78	78	308	308	2.0		0	0	Chord	4/4	2	1	1/2		1/2	1	1476				25				
78	78	310	310	2.0		1/2	1/2	Chord	4/4	2	1	1/2		1/2	1	1477				25				
78	78	308	308	4.0		0	0	Chord	4/4	2	2	1		1	1	1478								
79	79	312	312	0.25		0	0	Chord	4/4	1	1	1/16		1/16	1	1479								
79	79	1249/4	1249/4	0.25		1/16	1/16	Chord	4/4	1	1	1/16		1/16	1	1480								
79	79	625/2	625/2	0.25		1/8	1/8	Chord	4/4	1	1	1/16		1/16	1	1481								
79	79	1251/4	1251/4	0.25		3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	1482								
79	79	313	313	0.25		1/4	1/4	Chord	4/4	1	1	1/16		1/16	1	1483								
79	79	1253/4	1253/4	0.25		5/16	5/16	Chord	4/4	1	1	1/16		1/16	1	1484								
79	79	627/2	627/2	0.25		3/8	3/8	Chord	4/4	1	1	1/16		1/16	1	1485								
79	79	1255/4	1255/4	0.25		7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	1486								
79	79	314	314	0.25		1/2	1/2	Chord	4/4	1	1	1/16		1/16	1	1487								
79	79	1257/4	1257/4	0.25		9/16	9/16	Chord	4/4	1	1	1/16		1/16	1	1488								
79	79	629/2	629/2	0.25		5/8	5/8	Chord	4/4	1	1	1/16		1/16	1	1489								
79	79	1259/4	1259/4	0.25		11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	1490								
79	79	315	315	0.25		3/4	3/4	Chord	4/4	1	1	1/16		1/16	1	1491								
79	79	1261/4	1261/4	0.25		13/16	13/16	Chord	4/4	1	1	1/16		1/16	1	1492								
79	79	631/2	631/2	0.25		7/8	7/8	Chord	4/4	1	1	1/16		1/16	1	1493								
79	79	1263/4	1263/4	0.25		15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	1494								
79	79	312	312	2.0		0	0	Chord	4/4	2	1	1/2		1/2	1	1495				25				
79	79	314	314	2.0		1/2	1/2	Chord	4/4	2	1	1/2		1/2	1	1496				25				
79	79	312	312	4.0		0	0	Chord	4/4	2	2	1		1	1	1497								
80	80	316	316	0.25		0	0	Chord	4/4	1	1	1/16		1/16	1	1498								
80	80	1265/4	1265/4	0.25		1/16	1/16	Chord	4/4	1	1	1/16		1/16	1	1499								
80	80	633/2	633/2	0.25		1/8	1/8	Chord	4/4	1	1	1/16		1/16	1	1500								
80	80	1267/4	1267/4	0.25		3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	1501								
80	80	317	317	0.25		1/4	1/4	Chord	4/4	1	1	1/16		1/16	1	1502								
80	80	1269/4	1269/4	0.25		5/16	5/16	Chord	4/4	1	1	1/16		1/16	1	1503								
80	80	635/2	635/2	0.25		3/8	3/8	Chord	4/4	1	1	1/16		1/16	1	1504								
80	80	1271/4	1271/4	0.25		7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	1505								
80	80	318	318	1.0		1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	1506				26				
80	80	319	319	0.5		3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	1507				26				
80	80	639/2	639/2	0.5		7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	1508				26				
80	80	318	318	2.0		1/2	1/2	Chord	4/4	1	2	1/2		1/2	1	1509								
80	80	316	316	1.0		0	0	Chord	4/4	2	1	1/4		1/4	1	1510								
80	80	318	318	2.0		1/2	1/2	Chord	4/4	2	1	1/2		1/2	1	1511				27				
80	80	316	316	1.0		0	0	Chord	4/4	2	2	1/4		1/4	1	1512								
81	81	320	320	1.0		0	0	Chord	4/4	1	1	1/4		1/4	1	1513				26				
81	81	321	321	0.5		1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	1514				26				
81	81	643/2	643/2	0.5		3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	1515				26				
81	81	322	322	1.0		1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	1516				26				
81	81	323	323	0.5		3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	1517				26				
81	81	647/2	647/2	0.5		7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	1518								
81	81	320	320	2.0		0	0	Chord	4/4	1	2	1/2		1/2	1	1519								
81	81	322	322	2.0		1/2	1/2	Chord	4/4	1	2	1/2		1/2	1	1520								
81	81	320	320	2.0		0	0	Chord	4/4	2	1	1/2		1/2	1	1521				27				
81	81	322	322	2.0		1/2	1/2	Chord	4/4	2	1	1/2		1/2	1	1522								
82	82	324	324	1.0		0	0	Chord	4/4	1	1	1/4		1/4	1	1523			articStaccatoBelow					
82	82	325	325	0.0		1/4	1/4	Spanner	4/4	1	1	0												6
82	82	325	325	0.5		1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	1524				28				6
82	82	651/2	651/2	0.0		3/8	3/8	Spanner	4/4	1	1	0								28				
82	82	651/2	651/2	0.5		3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	1525				28				
82	82	326	326	1.0		1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	1526				28				
82	82	327	327	0.5		3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	1527				28				
82	82	655/2	655/2	0.5		7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	1528				28				
82	82	324	324	1.0		0	0	Chord	4/4	2	1	1/4		1/4	1	1529								
82	82	325	325	1.0		1/4	1/4	Chord	4/4	2	1	1/4		1/4	1	1530				29				
82	82	326	326	0.5		1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	1531				29				
82	82	653/2	653/2	0.5		5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	1532				29				
82	82	327	327	0.5		3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	1533				29				
82	82	655/2	655/2	0.5		7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	1534								
82	82	325	325	1.0		1/4	1/4	Chord	4/4	2	2	1/4		1/4	1	1535								
82	82	326	326	2.0		1/2	1/2	Chord	4/4	2	2	1/2		1/2	1	1536								
83	83	328	328	0.0		0	0	Dynamic	4/4	1	1	0						p		28				
83	83	328	328	1.0		0	0	Chord	4/4	1	1	1/4		1/4	1	1537	p			28				
83	83	329	329	0.5		1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	1538				28				
83	83	659/2	659/2	0.5		3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	1539				28				
83	83	330	330	1.0		1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	1540				28				
83	83	331	331	0.5		3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	1541				28				
83	83	663/2	663/2	0.5		7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	1542								
83	83	328	328	2.0		0	0	Chord	4/4	2	1	1/2		1/2	1	1543				30				
83	83	330	330	2.0		1/2	1/2	Chord	4/4	2	1	1/2		1/2	1	1544								
83	83	328	328	4.0		0	0	Chord	4/4	2	2	1		1	1	1545								
84	84	332	332	1.0		0	0	Chord	4/4	1	1	1/4		1/4	1	1546			articStaccatoBelow					
84	84	333	333	0.0		1/4	1/4	Spanner	4/4	1	1	0												7
84	84	333	333	0.5		1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	1547				31				7
84	84	667/2	667/2	0.0		3/8	3/8	Spanner	4/4	1	1	0								31				
84	84	667/2	667/2	0.5		3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	1548				31				
84	84	334	334	1.0		1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	1549				31				
84	84	335	335	0.5		3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	1550				31				
84	84	671/2	671/2	0.5		7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	1551				31				
84	84	332	332	1.0		0	0	Chord	4/4	2	1	1/4		1/4	1	1552								
84	84	333	333	1.0		1/4	1/4	Chord	4/4	2	1	1/4		1/4	1	1553				32				
84	84	334	334	0.5		1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	1554				32				
84	84	669/2	669/2	0.5		5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	1555				32				
84	84	335	335	0.5		3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	1556				32				
84	84	671/2	671/2	0.5		7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	1557								
84	84	332	332	1.0		0	0	Chord	4/4	2	2	1/4		1/4	1	1558								
84	84	333	333	1.0		1/4	1/4	Chord	4/4	2	2	1/4		1/4	1	1559								
84	84	334	334	2.0		1/2	1/2	Chord	4/4	2	2	1/2		1/2	1	1560								
85	85	336	336	0.0		0	0	Dynamic	4/4	1	1	0						p		31				
85	85	336	336	1.0		0	0	Chord	4/4	1	1	1/4		1/4	1	1561	p			31				
85	85	337	337	0.5		1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	1562				31				
85	85	675/2	675/2	0.5		3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	1563				31				
85	85	338	338	1.0		1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	1564				31				
85	85	339	339	0.5		3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	1565				31				
85	85	679/2	679/2	0.5		7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	1566								
85	85	336	336	2.0		0	0	Chord	4/4	2	1	1/2		1/2	1	1567				33				
85	85	338	338	2.0		1/2	1/2	Chord	4/4	2	1	1/2		1/2	1	1568								
85	85	336	336	4.0		0	0	Chord	4/4	2	2	1		1	1	1569								
86	86		340	0.0	1	0	0	Dynamic	4/4	1	1	0						pp						
86	86		340	0.5	1	0	0	Chord	4/4	1	1	1/8		1/8	1	1570	pp							
86	86		681/2	0.5	1	1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	1571								
86	86		341	0.5	1	1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	1572								
86	86		683/2	0.5	1	3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	1573								
86	86		342	0.5	1	1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	1574								
86	86		685/2	0.5	1	5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	1575								
86	86		343	0.5	1	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	1576								
86	86		687/2	0.5	1	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	1577								
86	86		340	0.5	1	0	0	Chord	4/4	2	1	1/8		1/8	1	1578								
86	86		681/2	0.5	1	1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	1579								
86	86		341	0.5	1	1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	1580								
86	86		683/2	0.5	1	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	1581								
86	86		342	0.5	1	1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	1582								
86	86		685/2	0.5	1	5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	1583								
86	86		343	0.5	1	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	1584								
86	86		687/2	0.5	1	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	1585								
87	87		344	0.5	1	0	0	Chord	4/4	1	1	1/8		1/8	1	1586								
87	87		689/2	0.5	1	1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	1587								
87	87		345	0.5	1	1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	1588								
87	87		691/2	0.5	1	3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	1589								
87	87		346	0.5	1	1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	1590								
87	87		693/2	0.5	1	5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	1591								
87	87		347	0.5	1	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	1592								
87	87		695/2	0.5	1	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	1593								
87	87		344	0.5	1	0	0	Chord	4/4	2	1	1/8		1/8	1	1594								
87	87		689/2	0.5	1	1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	1595								
87	87		345	0.5	1	1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	1596								
87	87		691/2	0.5	1	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	1597								
87	87		346	0.5	1	1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	1598								
87	87		693/2	0.5	1	5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	1599								
87	87		347	0.5	1	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	1600								
87	87		695/2	0.5	1	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	1601								
88	87	340	348	1.0	2	0	0	Chord	4/4	1	1	1/4		1/4	1	1602								
88	87	341	349	0.0	2	1/4	1/4	Spanner	4/4	1	1	0												8
88	87	341	349	0.5	2	1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	1603				34				8
88	87	683/2	699/2	0.0	2	3/8	3/8	Spanner	4/4	1	1	0								34				
88	87	683/2	699/2	0.5	2	3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	1604				34				
88	87	342	350	1.0	2	1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	1605				34				
88	87	343	351	0.5	2	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	1606				34				
88	87	687/2	703/2	0.5	2	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	1607				34				
88	87	340	348	1.0	2	0	0	Chord	4/4	2	1	1/4		1/4	1	1608								
88	87	341	349	1.0	2	1/4	1/4	Chord	4/4	2	1	1/4		1/4	1	1609				35				
88	87	342	350	0.5	2	1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	1610				35				
88	87	685/2	701/2	0.5	2	5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	1611				35				
88	87	343	351	0.5	2	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	1612				35				
88	87	687/2	703/2	0.5	2	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	1613								
88	87	340	348	1.0	2	0	0	Chord	4/4	2	2	1/4		1/4	1	1614								
88	87	341	349	1.0	2	1/4	1/4	Chord	4/4	2	2	1/4		1/4	1	1615								
88	87	342	350	2.0	2	1/2	1/2	Chord	4/4	2	2	1/2		1/2	1	1616								
89	87	344	352	0.0	2	0	0	Dynamic	4/4	1	1	0						p		34				
89	87	344	352	1.0	2	0	0	Chord	4/4	1	1	1/4		1/4	1	1617	p			34				
89	87	345	353	0.5	2	1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	1618				34				
89	87	691/2	707/2	0.5	2	3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	1619				34				
89	87	346	354	1.0	2	1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	1620				34				
89	87	347	355	0.5	2	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	1621				34				
89	87	695/2	711/2	0.5	2	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	1622								
89	87	344	352	2.0	2	0	0	Chord	4/4	2	1	1/2		1/2	1	1623				36				
89	87	346	354	2.0	2	1/2	1/2	Chord	4/4	2	1	1/2		1/2	1	1624								
89	87	344	352	4.0	2	0	0	Chord	4/4	2	2	1		1	1	1625								
90	88	348	356	1.0		0	0	Chord	4/4	1	1	1/4		1/4	1	1626			articStaccatoBelow					
90	88	349	357	0.0		1/4	1/4	Spanner	4/4	1	1	0												9
90	88	349	357	0.5		1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	1627				37				9
90	88	699/2	715/2	0.0		3/8	3/8	Spanner	4/4	1	1	0								37				
90	88	699/2	715/2	0.5		3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	1628				37				
90	88	350	358	1.0		1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	1629				37				
90	88	351	359	0.5		3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	1630				37				
90	88	703/2	719/2	0.5		7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	1631				37				
90	88	348	356	1.0		0	0	Chord	4/4	2	1	1/4		1/4	1	1632								
90	88	349	357	1.0		1/4	1/4	Chord	4/4	2	1	1/4		1/4	1	1633				38				
90	88	350	358	0.5		1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	1634				38				
90	88	701/2	717/2	0.5		5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	1635				38				
90	88	351	359	0.5		3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	1636				38				
90	88	703/2	719/2	0.5		7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	1637								
90	88	348	356	1.0		0	0	Chord	4/4	2	2	1/4		1/4	1	1638								
90	88	349	357	1.0		1/4	1/4	Chord	4/4	2	2	1/4		1/4	1	1639								
90	88	350	358	2.0		1/2	1/2	Chord	4/4	2	2	1/2		1/2	1	1640								
91	89	352	360	0.0		0	0	Dynamic	4/4	1	1	0						p		37				
91	89	352	360	1.0		0	0	Chord	4/4	1	1	1/4		1/4	1	1641	p			37				
91	89	353	361	0.5		1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	1642				37				
91	89	707/2	723/2	0.5		3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	1643				37				
91	89	354	362	1.0		1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	1644				37				
91	89	355	363	0.5		3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	1645				37				
91	89	711/2	727/2	0.5		7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	1646								
91	89	352	360	2.0		0	0	Chord	4/4	2	1	1/2		1/2	1	1647				39				
91	89	354	362	2.0		1/2	1/2	Chord	4/4	2	1	1/2		1/2	1	1648								
91	89	352	360	4.0		0	0	Chord	4/4	2	2	1		1	1	1649								
92	90	356	364	0.0		0	0	Dynamic	4/4	1	1	0						pp						
92	90	356	364	0.5		0	0	Chord	4/4	1	1	1/8		1/8	1	1650	pp							
92	90	713/2	729/2	0.5		1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	1651								
92	90	357	365	0.5		1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	1652								
92	90	715/2	731/2	0.5		3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	1653								
92	90	358	366	0.5		1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	1654								
92	90	717/2	733/2	0.5		5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	1655								
92	90	359	367	0.5		3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	1656								
92	90	719/2	735/2	0.5		7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	1657								
92	90	356	364	0.5		0	0	Chord	4/4	2	1	1/8		1/8	1	1658								
92	90	713/2	729/2	0.5		1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	1659								
92	90	357	365	0.5		1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	1660								
92	90	715/2	731/2	0.5		3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	1661								
92	90	358	366	0.5		1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	1662								
92	90	717/2	733/2	0.5		5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	1663								
92	90	359	367	0.5		3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	1664								
92	90	719/2	735/2	0.5		7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	1665								
93	91	360	368	0.5		0	0	Chord	4/4	1	1	1/8		1/8	1	1666								
93	91	721/2	737/2	0.5		1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	1667								
93	91	361	369	0.5		1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	1668								
