mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	slur	crescendo_line	crescendo_hairpin	decrescendo_hairpin
23	23	66	66	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	275						
23	23	133/2	133/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	276			30			
23	23	67	67	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	277			30			
23	23	135/2	135/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	278			30			
23	23	68	68	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	279			30			
23	23	137/2	137/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	280						
23	23	66	66	0.5	0	0	Chord	3/4	2	2	1/8		1/8	1	281						
23	23	137/2	137/2	0.5	5/8	5/8	Chord	3/4	2	2	1/8		1/8	1	282						
24	24	69	69	1.5	0	0	Chord	3/4	1	1	3/8		1/4	3/2	283						
24	24	143/2	143/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	284						
24	24	69	69	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	285			31			
24	24	139/2	139/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	286			31			
24	24	70	70	0.25	1/4	1/4	Chord	3/4	2	1	1/16		1/16	1	287						
24	24	281/4	281/4	0.25	5/16	5/16	Chord	3/4	2	1	1/16		1/16	1	288			32			
24	24	141/2	141/2	0.25	3/8	3/8	Chord	3/4	2	1	1/16		1/16	1	289			32			
24	24	283/4	283/4	0.25	7/16	7/16	Chord	3/4	2	1	1/16		1/16	1	290			32			
24	24	71	71	0.25	1/2	1/2	Chord	3/4	2	1	1/16		1/16	1	291			32			
24	24	285/4	285/4	0.25	9/16	9/16	Chord	3/4	2	1	1/16		1/16	1	292			32			
24	24	143/2	143/2	0.25	5/8	5/8	Chord	3/4	2	1	1/16		1/16	1	293			32			
24	24	287/4	287/4	0.25	11/16	11/16	Chord	3/4	2	1	1/16		1/16	1	294						
24	24	69	69	0.5	0	0	Chord	3/4	2	2	1/8		1/8	1	295						
24	24	139/2	139/2	0.5	1/8	1/8	Chord	3/4	2	2	1/8		1/8	1	296						
24	24	70	70	0.5	1/4	1/4	Chord	3/4	2	2	1/8		1/8	1	297						
24	24	143/2	143/2	0.5	5/8	5/8	Chord	3/4	2	2	1/8		1/8	1	298						
25	25	72	72	1.5	0	0	Chord	3/4	1	1	3/8		1/4	3/2	299						
25	25	72	72	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	300			33			
25	25	145/2	145/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	301			33			
25	25	73	73	0.25	1/4	1/4	Chord	3/4	2	1	1/16		1/16	1	302						
25	25	293/4	293/4	0.25	5/16	5/16	Chord	3/4	2	1	1/16		1/16	1	303			34			
25	25	147/2	147/2	0.25	3/8	3/8	Chord	3/4	2	1	1/16		1/16	1	304			34			
25	25	295/4	295/4	0.25	7/16	7/16	Chord	3/4	2	1	1/16		1/16	1	305			34			
25	25	74	74	0.25	1/2	1/2	Chord	3/4	2	1	1/16		1/16	1	306			34			
25	25	297/4	297/4	0.25	9/16	9/16	Chord	3/4	2	1	1/16		1/16	1	307			34			
25	25	149/2	149/2	0.25	5/8	5/8	Chord	3/4	2	1	1/16		1/16	1	308			34			
25	25	299/4	299/4	0.25	11/16	11/16	Chord	3/4	2	1	1/16		1/16	1	309						
25	25	72	72	0.5	0	0	Chord	3/4	2	2	1/8		1/8	1	310						
25	25	145/2	145/2	0.5	1/8	1/8	Chord	3/4	2	2	1/8		1/8	1	311						
25	25	73	73	0.5	1/4	1/4	Chord	3/4	2	2	1/8		1/8	1	312						
25	25	149/2	149/2	0.5	5/8	5/8	Chord	3/4	2	2	1/8		1/8	1	313						
26	26	151/2	151/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	314						
26	26	76	76	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	315						
26	26	153/2	153/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	316						
26	26	77	77	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	317						
26	26	155/2	155/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	318						
26	26	151/2	151/2	0.5	1/8	1/8	Chord	3/4	1	2	1/8		1/8	1	319						
26	26	76	76	0.5	1/4	1/4	Chord	3/4	1	2	1/8		1/8	1	320		articStaccatoBelow				
26	26	153/2	153/2	0.5	3/8	3/8	Chord	3/4	1	2	1/8		1/8	1	321		articStaccatoBelow				
26	26	77	77	0.5	1/2	1/2	Chord	3/4	1	2	1/8		1/8	1	322		articStaccatoBelow				
26	26	155/2	155/2	0.5	5/8	5/8	Chord	3/4	1	2	1/8		1/8	1	323		articStaccatoBelow				
26	26	75	75	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	324						
26	26	151/2	151/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	325						
26	26	76	76	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	326		articStaccatoAbove	35			
26	26	153/2	153/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	327		articStaccatoAbove	35			
26	26	77	77	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	328		articStaccatoAbove	35			
26	26	155/2	155/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	329		articStaccatoAbove				
27	27	78	78	0.75	0	0	Chord	3/4	1	1	3/16		1/8	3/2	330						
27	27	315/4	315/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	331						
27	27	79	79	2.0	1/4	1/4	Chord	3/4	1	1	1/2		1/2	1	332						
27	27	78	78	0.5	0	0	Chord	3/4	1	2	1/8		1/8	1	333		articStaccatoBelow				
27	27	157/2	157/2	0.5	1/8	1/8	Chord	3/4	1	2	1/8		1/8	1	334		articStaccatoBelow				
27	27	79	79	0.5	1/4	1/4	Chord	3/4	1	2	1/8		1/8	1	335		articStaccatoBelow				
27	27	159/2	159/2	0.5	3/8	3/8	Chord	3/4	1	2	1/8		1/8	1	336		articStaccatoBelow				
27	27	80	80	0.5	1/2	1/2	Chord	3/4	1	2	1/8		1/8	1	337		articStaccatoBelow				
27	27	161/2	161/2	0.5	5/8	5/8	Chord	3/4	1	2	1/8		1/8	1	338		articStaccatoBelow				
27	27	78	78	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	339		articStaccatoAbove	36			
27	27	157/2	157/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	340		articStaccatoAbove	36			
27	27	79	79	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	341		articStaccatoAbove	36			
27	27	159/2	159/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	342		articStaccatoAbove	36			
27	27	80	80	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	343		articStaccatoAbove	36			
27	27	161/2	161/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	344		articStaccatoAbove				
28	28	81	81	0.0	0	0	Spanner	3/4	1	1	0									0	
28	28	81	81	0.25	0	0	Chord	3/4	1	1	1/16		1/16	1	345			37		0	
28	28	325/4	325/4	0.25	1/16	1/16	Chord	3/4	1	1	1/16		1/16	1	346			37		0	
28	28	163/2	163/2	0.25	1/8	1/8	Chord	3/4	1	1	1/16		1/16	1	347			37		0	
28	28	327/4	327/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	348			37		0	
28	28	82	82	0.25	1/4	1/4	Chord	3/4	1	1	1/16		1/16	1	349			37		0	
28	28	329/4	329/4	0.25	5/16	5/16	Chord	3/4	1	1	1/16		1/16	1	350			37		0	
28	28	165/2	165/2	0.25	3/8	3/8	Chord	3/4	1	1	1/16		1/16	1	351			37		0	
28	28	331/4	331/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16		1/16	1	352					0	
28	28	83	83	0.0	1/2	1/2	Spanner	3/4	1	1	0										
28	28	83	83	0.0	1/2	1/2	Spanner	3/4	1	1	0										1
28	28	83	83	0.25	1/2	1/2	Chord	3/4	1	1	1/16		1/16	1	353			38			1
28	28	333/4	333/4	0.125	9/16	9/16	Chord	3/4	1	1	1/32		1/32	1	354			38			1
28	28	667/8	667/8	0.125	19/32	19/32	Chord	3/4	1	1	1/32		1/32	1	355						1
28	28	167/2	167/2	0.25	5/8	5/8	Chord	3/4	1	1	1/16		1/16	1	356			39			1
28	28	335/4	335/4	0.125	11/16	11/16	Chord	3/4	1	1	1/32		1/32	1	357			39			1
28	28	671/8	671/8	0.125	23/32	23/32	Chord	3/4	1	1	1/32		1/32	1	358						1
28	28	81	81	0.5	0	0	Chord	3/4	1	2	1/8		1/8	1	359						1
28	28	163/2	163/2	0.5	1/8	1/8	Chord	3/4	1	2	1/8		1/8	1	360						1
28	28	82	82	0.5	1/4	1/4	Chord	3/4	1	2	1/8		1/8	1	361						1
28	28	165/2	165/2	0.5	3/8	3/8	Chord	3/4	1	2	1/8		1/8	1	362						1
28	28	83	83	0.5	1/2	1/2	Chord	3/4	1	2	1/8		1/8	1	363						1
28	28	167/2	167/2	0.5	5/8	5/8	Chord	3/4	1	2	1/8		1/8	1	364						1
28	28	81	81	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	365		articStaccatoAbove	40			
28	28	163/2	163/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	366		articStaccatoAbove	40			
28	28	82	82	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	367		articStaccatoAbove	40			
28	28	165/2	165/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	368		articStaccatoAbove	40			
28	28	83	83	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	369		articStaccatoAbove	40			
28	28	167/2	167/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	370		articStaccatoAbove				
29	29	84	84	0.0	0	0	Spanner	3/4	1	1	0										
29	29	84	84	0.0	0	0	Spanner	3/4	1	1	0									1	
29	29	84	84	0.0	0	0	Chord	3/4	1	1	0	grace16	1/16	1	371					1	
29	29	84	84	0.0	0	0	Chord	3/4	1	1	0	grace16	1/16	1	372					1	
29	29	84	84	0.0	0	0	Chord	3/4	1	1	0	grace16	1/16	1	373					1	
29	29	84	84	0.75	0	0	Chord	3/4	1	1	3/16		1/8	3/2	374			41		1	
29	29	339/4	339/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	375					1	
29	29	85	85	1.5	1/4	1/4	Chord	3/4	1	1	3/8		1/4	3/2	376					1	
29	29	173/2	173/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	377					1	
29	29	84	84	0.5	0	0	Chord	3/4	1	2	1/8		1/8	1	378					1	
29	29	169/2	169/2	0.5	1/8	1/8	Chord	3/4	1	2	1/8		1/8	1	379					1	
29	29	85	85	0.5	1/4	1/4	Chord	3/4	1	2	1/8		1/8	1	380					1	
29	29	171/2	171/2	0.5	3/8	3/8	Chord	3/4	1	2	1/8		1/8	1	381					1	
29	29	86	86	0.5	1/2	1/2	Chord	3/4	1	2	1/8		1/8	1	382					1	
29	29	173/2	173/2	0.5	5/8	5/8	Chord	3/4	1	2	1/8		1/8	1	383					1	
29	29	84	84	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	384		articStaccatoAbove	42			
29	29	169/2	169/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	385		articStaccatoAbove	42			
29	29	85	85	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	386		articStaccatoAbove	42			
29	29	171/2	171/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	387		articStaccatoAbove	42			
29	29	86	86	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	388		articStaccatoAbove	42			
29	29	173/2	173/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	389		articStaccatoAbove				
30	30	87	87	0.0	0	0	Spanner	3/4	1	1	0										
30	30	87	87	0.75	0	0	Chord	3/4	1	1	3/16		1/8	3/2	390			43			
30	30	175/2	175/2	0.0	1/8	1/8	Spanner	3/4	1	1	0							43			2
30	30	351/4	351/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	391						2
30	30	88	88	0.0	1/4	1/4	Spanner	3/4	1	1	0										
30	30	88	88	1.5	1/4	1/4	Chord	3/4	1	1	3/8		1/4	3/2	392						
30	30	177/2	177/2	0.0	3/8	3/8	Spanner	3/4	1	1	0								0		
30	30	179/2	179/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	393				0		
30	30	87	87	0.5	0	0	Chord	3/4	1	2	1/8		1/8	1	394				0		
30	30	175/2	175/2	0.5	1/8	1/8	Chord	3/4	1	2	1/8		1/8	1	395				0		
30	30	88	88	0.5	1/4	1/4	Chord	3/4	1	2	1/8		1/8	1	396				0		
30	30	177/2	177/2	0.5	3/8	3/8	Chord	3/4	1	2	1/8		1/8	1	397				0		
30	30	89	89	0.5	1/2	1/2	Chord	3/4	1	2	1/8		1/8	1	398				0		
30	30	179/2	179/2	0.5	5/8	5/8	Chord	3/4	1	2	1/8		1/8	1	399				0		
30	30	87	87	0.0	0	0	Dynamic	3/4	2	1	0					f					
30	30	87	87	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	400		articStaccatoAbove	44			
30	30	175/2	175/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	401		articStaccatoAbove	44			
30	30	88	88	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	402		articStaccatoAbove	44			
30	30	177/2	177/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	403		articStaccatoAbove	44			
30	30	89	89	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	404		articStaccatoAbove	44			
30	30	179/2	179/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	405		articStaccatoAbove				
31	31	90	90	0.0	0	0	Dynamic	3/4	1	1	0					f					
31	31	90	90	0.0	0	0	Spanner	3/4	1	1	0										
31	31	90	90	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	406						
31	31	181/2	181/2	0.0	1/8	1/8	Dynamic	3/4	1	1	0					fp					
31	31	181/2	181/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	407						
31	31	91	91	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	408						
31	31	183/2	183/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	409						
31	31	92	92	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	410						
31	31	185/2	185/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	411						
31	31	90	90	2.0	0	0	Chord	3/4	2	1	1/2		1/2	1	412						
31	31	92	92	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	413						
31	31	185/2	185/2	0.25	5/8	5/8	Chord	3/4	2	1	1/16		1/16	1	414						
31	31	371/4	371/4	0.25	11/16	11/16	Chord	3/4	2	1	1/16		1/16	1	415						
31	31	90	90	1.0	0	0	Chord	3/4	2	2	1/4		1/4	1	416						
32	32	93	93	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	417						
32	32	94	94	0.0	1/4	1/4	Dynamic	3/4	1	1	0					other-dynamics					
32	32	94	94	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	418						
32	32	95	95	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	419						
32	32	93	93	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	420						
32	32	187/2	187/2	0.0	1/8	1/8	Dynamic	3/4	2	1	0					other-dynamics					
32	32	94	94	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	421						
32	32	95	95	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	422						
32	32	93	93	0.25	0	0	Chord	3/4	2	2	1/16		1/16	1	423		articStaccatoBelow				
32	32	187/2	187/2	0.25	1/8	1/8	Chord	3/4	2	2	1/16		1/16	1	424		articStaccatoBelow				
32	32	94	94	0.25	1/4	1/4	Chord	3/4	2	2	1/16		1/16	1	425		articStaccatoBelow				
32	32	189/2	189/2	0.25	3/8	3/8	Chord	3/4	2	2	1/16		1/16	1	426		articStaccatoBelow				
32	32	95	95	0.25	1/2	1/2	Chord	3/4	2	2	1/16		1/16	1	427		articStaccatoBelow				
32	32	191/2	191/2	0.25	5/8	5/8	Chord	3/4	2	2	1/16		1/16	1	428		articStaccatoBelow				
33	33	96	96	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	429						
33	33	97	97	2.0	1/4	1/4	Chord	3/4	1	1	1/2		1/2	1	430						
33	33	96	96	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	431						
33	33	97	97	2.0	1/4	1/4	Chord	3/4	2	1	1/2		1/2	1	432						
33	33	96	96	0.25	0	0	Chord	3/4	2	2	1/16		1/16	1	433		articStaccatoBelow				
33	33	193/2	193/2	0.25	1/8	1/8	Chord	3/4	2	2	1/16		1/16	1	434		articStaccatoBelow				
33	33	97	97	0.25	1/4	1/4	Chord	3/4	2	2	1/16		1/16	1	435		articStaccatoBelow				
33	33	195/2	195/2	0.25	3/8	3/8	Chord	3/4	2	2	1/16		1/16	1	436		articStaccatoBelow				
33	33	98	98	0.25	1/2	1/2	Chord	3/4	2	2	1/16		1/16	1	437		articStaccatoBelow				
33	33	197/2	197/2	0.25	5/8	5/8	Chord	3/4	2	2	1/16		1/16	1	438		articStaccatoBelow				
34	34	99	99	2.0	0	0	Chord	3/4	1	1	1/2		1/2	1	439						
34	34	101	101	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	440						
34	34	99	99	2.0	0	0	Chord	3/4	2	1	1/2		1/2	1	441						
34	34	101	101	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	442		articStaccatoAbove				
34	34	99	99	0.25	0	0	Chord	3/4	2	2	1/16		1/16	1	443		articStaccatoBelow				
34	34	199/2	199/2	0.25	1/8	1/8	Chord	3/4	2	2	1/16		1/16	1	444		articStaccatoBelow				
34	34	100	100	0.25	1/4	1/4	Chord	3/4	2	2	1/16		1/16	1	445		articStaccatoBelow				
34	34	201/2	201/2	0.25	3/8	3/8	Chord	3/4	2	2	1/16		1/16	1	446		articStaccatoBelow				
34	34	101	101	0.25	1/2	1/2	Chord	3/4	2	2	1/16		1/16	1	447		articStaccatoBelow				
34	34	203/2	203/2	0.25	5/8	5/8	Chord	3/4	2	2	1/16		1/16	1	448		articStaccatoBelow				
35	35	102	102	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	449						
35	35	207/2	207/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	450			45			
35	35	104	104	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	451			45			
35	35	209/2	209/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	452						
35	35	205/2	205/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	453			46			
35	35	103	103	2.0	1/4	1/4	Chord	3/4	2	1	1/2		1/2	1	454			46			
35	35	102	102	0.5	0	0	Chord	3/4	2	2	1/8		1/8	1	455						
35	35	205/2	205/2	0.5	1/8	1/8	Chord	3/4	2	2	1/8		1/8	1	456						
35	35	103	103	0.5	1/4	1/4	Chord	3/4	2	2	1/8		1/8	1	457						
35	35	207/2	207/2	0.5	3/8	3/8	Chord	3/4	2	2	1/8		1/8	1	458						
35	35	104	104	0.5	1/2	1/2	Chord	3/4	2	2	1/8		1/8	1	459						
35	35	209/2	209/2	0.5	5/8	5/8	Chord	3/4	2	2	1/8		1/8	1	460						
36	36	105	105	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	461						
36	36	106	106	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	462						
36	36	107	107	0.75	1/2	1/2	Chord	3/4	1	1	3/16		1/8	3/2	463			47			
36	36	431/4	431/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	464						
36	36	105	105	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	465						
36	36	106	106	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	466						
36	36	107	107	0.75	1/2	1/2	Chord	3/4	2	1	3/16		1/8	3/2	467			48			
36	36	431/4	431/4	0.25	11/16	11/16	Chord	3/4	2	1	1/16		1/16	1	468						
36	36	105	105	0.25	0	0	Chord	3/4	2	2	1/16		1/16	1	469		articStaccatoBelow				
36	36	211/2	211/2	0.25	1/8	1/8	Chord	3/4	2	2	1/16		1/16	1	470		articStaccatoBelow				
36	36	106	106	0.25	1/4	1/4	Chord	3/4	2	2	1/16		1/16	1	471		articStaccatoBelow				
36	36	213/2	213/2	0.25	3/8	3/8	Chord	3/4	2	2	1/16		1/16	1	472		articStaccatoBelow				
36	36	107	107	0.25	1/2	1/2	Chord	3/4	2	2	1/16		1/16	1	473		articStaccatoBelow				
36	36	215/2	215/2	0.25	5/8	5/8	Chord	3/4	2	2	1/16		1/16	1	474		articStaccatoBelow				
37	37	108	108	2.0	0	0	Chord	3/4	1	1	1/2		1/2	1	475			49			
37	37	217/2	217/2	0.0	1/8	1/8	Dynamic	3/4	1	1	0					sf		49			
37	37	110	110	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	476			49			
37	37	221/2	221/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	477						
37	37	108	108	0.5	0	0	Chord	3/4	1	2	1/8		1/8	1	478						
37	37	217/2	217/2	0.5	1/8	1/8	Chord	3/4	1	2	1/8		1/8	1	479						
37	37	109	109	0.5	1/4	1/4	Chord	3/4	1	2	1/8		1/8	1	480						
37	37	219/2	219/2	0.5	3/8	3/8	Chord	3/4	1	2	1/8		1/8	1	481						
37	37	110	110	0.5	1/2	1/2	Chord	3/4	1	2	1/8		1/8	1	482						
37	37	221/2	221/2	0.5	5/8	5/8	Chord	3/4	1	2	1/8		1/8	1	483						
37	37	108	108	2.0	0	0	Chord	3/4	2	1	1/2		1/2	1	484						
37	37	110	110	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	485						
37	37	221/2	221/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	486						
37	37	108	108	0.5	0	0	Chord	3/4	2	2	1/8		1/8	1	487			50			
37	37	217/2	217/2	0.5	1/8	1/8	Chord	3/4	2	2	1/8		1/8	1	488			50			
37	37	109	109	0.5	1/4	1/4	Chord	3/4	2	2	1/8		1/8	1	489			50			
37	37	219/2	219/2	0.5	3/8	3/8	Chord	3/4	2	2	1/8		1/8	1	490			50			
37	37	110	110	0.5	1/2	1/2	Chord	3/4	2	2	1/8		1/8	1	491			50			
37	37	221/2	221/2	0.5	5/8	5/8	Chord	3/4	2	2	1/8		1/8	1	492						
38	38	111	111	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	493			51			
38	38	223/2	223/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	494			51			
38	38	112	112	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	495			51			
38	38	113	113	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	496		ornamentTurn				
38	38	112	112	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	497						
38	38	225/2	225/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	498						
38	38	113	113	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	499						
38	38	227/2	227/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	500						
38	38	111	111	0.5	0	0	Chord	3/4	2	2	1/8		1/8	1	501			52			
38	38	223/2	223/2	0.5	1/8	1/8	Chord	3/4	2	2	1/8		1/8	1	502						
38	38	112	112	1.0	1/4	1/4	Chord	3/4	2	2	1/4		1/4	1	503						
38	38	113	113	1.0	1/2	1/2	Chord	3/4	2	2	1/4		1/4	1	504						
39	39	114	114	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	505			53			
39	39	115	115	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	506						
39	39	114	114	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	507						
39	39	229/2	229/2	0.25	1/8	1/8	Chord	3/4	2	1	1/16		1/16	1	508						
39	39	459/4	459/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16		1/16	1	509						
39	39	115	115	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	510						
39	39	231/2	231/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	511		articStaccatoAbove	54			
39	39	116	116	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	512		articStaccatoAbove	54			
39	39	233/2	233/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	513		articStaccatoAbove				
39	39	114	114	1.5	0	0	Chord	3/4	2	2	3/8		1/4	3/2	514						
40	40	235/2	235/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	515						
40	40	118	118	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	516						
40	40	237/2	237/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	517						
40	40	119	119	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	518						
40	40	239/2	239/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	519						
40	40	117	117	2.0	0	0	Chord	3/4	2	1	1/2		1/2	1	520						
40	40	119	119	0.0	1/2	1/2	Chord	3/4	2	1	0	grace16after	1/16	1	521						
40	40	119	119	0.0	1/2	1/2	Chord	3/4	2	1	0	grace16after	1/16	1	522						
40	40	119	119	0.0	1/2	1/2	Chord	3/4	2	1	0	grace16	1/16	1	523						
40	40	119	119	0.0	1/2	1/2	Chord	3/4	2	1	0	grace16	1/16	1	524						
40	40	119	119	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	525		ornamentTrill				
41	41	120	120	2.0	0	0	Chord	3/4	1	1	1/2		1/2	1	526						
41	41	122	122	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	527		ornamentTrill				
41	41	120	120	0.5	0	0	Chord	3/4	1	2	1/8		1/8	1	528						
41	41	241/2	241/2	0.5	1/8	1/8	Chord	3/4	1	2	1/8		1/8	1	529						
41	41	121	121	0.5	1/4	1/4	Chord	3/4	1	2	1/8		1/8	1	530						
41	41	243/2	243/2	0.5	3/8	3/8	Chord	3/4	1	2	1/8		1/8	1	531						
41	41	122	122	0.5	1/2	1/2	Chord	3/4	1	2	1/8		1/8	1	532						
41	41	245/2	245/2	0.5	5/8	5/8	Chord	3/4	1	2	1/8		1/8	1	533						
41	41	120	120	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	534						
41	41	121	121	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	535						
41	41	122	122	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	536						
42	42	123	123	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	537						
42	42	247/2	247/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	538						
42	42	124	124	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	539						
42	42	249/2	249/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	540						
42	42	125	125	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	541						
42	42	251/2	251/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	542						
