mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	volta	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	lyrics_1	dynamics	articulation	slur	decrescendo_hairpin	crescendo_hairpin	Ottava:8va	Trill:trill	pedal	Pedal_<sym>keyboardPedalPed</sym>
109	108	321	324	0.25		0	0	Chord	6/8	2	1	1/16		1/16	1	1488										
109	108	1285/4	1297/4	0.25		1/16	1/16	Chord	6/8	2	1	1/16		1/16	1	1489										
109	108	643/2	649/2	0.25		1/8	1/8	Chord	6/8	2	1	1/16		1/16	1	1490										
109	108	1287/4	1299/4	0.25		3/16	3/16	Chord	6/8	2	1	1/16		1/16	1	1491										
109	108	322	325	0.25		1/4	1/4	Chord	6/8	2	1	1/16		1/16	1	1492										
109	108	1289/4	1301/4	0.25		5/16	5/16	Chord	6/8	2	1	1/16		1/16	1	1493										
109	108	645/2	651/2	0.25		3/8	3/8	Chord	6/8	2	1	1/16		1/16	1	1494										
109	108	1291/4	1303/4	0.25		7/16	7/16	Chord	6/8	2	1	1/16		1/16	1	1495										
109	108	323	326	0.25		1/2	1/2	Chord	6/8	2	1	1/16		1/16	1	1496										
109	108	1293/4	1305/4	0.25		9/16	9/16	Chord	6/8	2	1	1/16		1/16	1	1497										
109	108	647/2	653/2	0.25		5/8	5/8	Chord	6/8	2	1	1/16		1/16	1	1498										
109	108	1295/4	1307/4	0.25		11/16	11/16	Chord	6/8	2	1	1/16		1/16	1	1499										
110	109	324	327	0.5		0	0	Chord	6/8	1	1	1/8		1/8	1	1500						9				
110	109	649/2	655/2	0.5		1/8	1/8	Chord	6/8	1	1	1/8		1/8	1	1501						9				
110	109	325	328	0.5		1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	1502						9				
110	109	651/2	657/2	0.5		3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	1503						9				
110	109	326	329	0.5		1/2	1/2	Chord	6/8	1	1	1/8		1/8	1	1504						9				
110	109	653/2	659/2	0.5		5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	1505						9				
110	109	653/2	659/2	0.5		5/8	5/8	Chord	6/8	1	2	1/8		1/8	1	1506						9				
110	109	324	327	0.25		0	0	Chord	6/8	2	1	1/16		1/16	1	1507										
110	109	1297/4	1309/4	0.25		1/16	1/16	Chord	6/8	2	1	1/16		1/16	1	1508										
110	109	649/2	655/2	0.25		1/8	1/8	Chord	6/8	2	1	1/16		1/16	1	1509										
110	109	1299/4	1311/4	0.25		3/16	3/16	Chord	6/8	2	1	1/16		1/16	1	1510										
110	109	325	328	0.25		1/4	1/4	Chord	6/8	2	1	1/16		1/16	1	1511										
110	109	1301/4	1313/4	0.25		5/16	5/16	Chord	6/8	2	1	1/16		1/16	1	1512										
110	109	651/2	657/2	0.25		3/8	3/8	Chord	6/8	2	1	1/16		1/16	1	1513										
110	109	1303/4	1315/4	0.25		7/16	7/16	Chord	6/8	2	1	1/16		1/16	1	1514										
110	109	326	329	0.25		1/2	1/2	Chord	6/8	2	1	1/16		1/16	1	1515										
110	109	1305/4	1317/4	0.25		9/16	9/16	Chord	6/8	2	1	1/16		1/16	1	1516										
110	109	653/2	659/2	0.25		5/8	5/8	Chord	6/8	2	1	1/16		1/16	1	1517										
110	109	1307/4	1319/4	0.25		11/16	11/16	Chord	6/8	2	1	1/16		1/16	1	1518										
111	110	327	330	0.0		0	0	Spanner	6/8	1	1	0														
111	110	327	330	0.5		0	0	Chord	6/8	1	1	1/8		1/8	1	1519				75						
111	110	655/2	661/2	0.5		1/8	1/8	Chord	6/8	1	1	1/8		1/8	1	1520				75						
111	110	328	331	0.5		1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	1521				75						
111	110	657/2	663/2	0.5		3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	1522				75						
111	110	329	332	0.5		1/2	1/2	Chord	6/8	1	1	1/8		1/8	1	1523										
111	110	659/2	665/2	0.5		5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	1524			articStaccatoAbove							
111	110	327	330	0.25		0	0	Chord	6/8	2	1	1/16		1/16	1	1525										
111	110	1309/4	1321/4	0.25		1/16	1/16	Chord	6/8	2	1	1/16		1/16	1	1526										
111	110	655/2	661/2	0.25		1/8	1/8	Chord	6/8	2	1	1/16		1/16	1	1527										
111	110	1311/4	1323/4	0.25		3/16	3/16	Chord	6/8	2	1	1/16		1/16	1	1528										
111	110	328	331	0.25		1/4	1/4	Chord	6/8	2	1	1/16		1/16	1	1529										
111	110	1313/4	1325/4	0.25		5/16	5/16	Chord	6/8	2	1	1/16		1/16	1	1530										
111	110	657/2	663/2	0.25		3/8	3/8	Chord	6/8	2	1	1/16		1/16	1	1531										
111	110	1315/4	1327/4	0.25		7/16	7/16	Chord	6/8	2	1	1/16		1/16	1	1532										
111	110	329	332	0.25		1/2	1/2	Chord	6/8	2	1	1/16		1/16	1	1533										
111	110	1317/4	1329/4	0.25		9/16	9/16	Chord	6/8	2	1	1/16		1/16	1	1534										
111	110	659/2	665/2	0.25		5/8	5/8	Chord	6/8	2	1	1/16		1/16	1	1535										
111	110	1319/4	1331/4	0.25		11/16	11/16	Chord	6/8	2	1	1/16		1/16	1	1536										
112	111	330	333	0.5		0	0	Chord	6/8	1	1	1/8		1/8	1	1537				76						
112	111	661/2	667/2	0.5		1/8	1/8	Chord	6/8	1	1	1/8		1/8	1	1538				76						
112	111	331	334	0.5		1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	1539				76						
112	111	663/2	669/2	0.5		3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	1540				76						
112	111	332	335	0.5		1/2	1/2	Chord	6/8	1	1	1/8		1/8	1	1541										
112	111	665/2	671/2	0.5		5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	1542			articStaccatoAbove							
112	111	330	333	0.25		0	0	Chord	6/8	2	1	1/16		1/16	1	1543										
112	111	1321/4	1333/4	0.25		1/16	1/16	Chord	6/8	2	1	1/16		1/16	1	1544										
112	111	661/2	667/2	0.25		1/8	1/8	Chord	6/8	2	1	1/16		1/16	1	1545										
112	111	1323/4	1335/4	0.25		3/16	3/16	Chord	6/8	2	1	1/16		1/16	1	1546										
112	111	331	334	0.25		1/4	1/4	Chord	6/8	2	1	1/16		1/16	1	1547										
112	111	1325/4	1337/4	0.25		5/16	5/16	Chord	6/8	2	1	1/16		1/16	1	1548										
112	111	663/2	669/2	0.25		3/8	3/8	Chord	6/8	2	1	1/16		1/16	1	1549										
112	111	1327/4	1339/4	0.25		7/16	7/16	Chord	6/8	2	1	1/16		1/16	1	1550										
112	111	332	335	0.25		1/2	1/2	Chord	6/8	2	1	1/16		1/16	1	1551										
112	111	1329/4	1341/4	0.25		9/16	9/16	Chord	6/8	2	1	1/16		1/16	1	1552										
112	111	665/2	671/2	0.25		5/8	5/8	Chord	6/8	2	1	1/16		1/16	1	1553										
112	111	1331/4	1343/4	0.25		11/16	11/16	Chord	6/8	2	1	1/16		1/16	1	1554										
113	112	333	336	0.0		0	0	Spanner	6/8	1	1	0										10				
113	112	333	336	0.5		0	0	Chord	6/8	1	1	1/8		1/8	1	1555				77		10				
113	112	667/2	673/2	0.5		1/8	1/8	Chord	6/8	1	1	1/8		1/8	1	1556				77		10				
113	112	334	337	0.5		1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	1557				77		10				
113	112	669/2	675/2	0.5		3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	1558				77		10				
113	112	335	338	0.5		1/2	1/2	Chord	6/8	1	1	1/8		1/8	1	1559						10				
113	112	671/2	677/2	0.5		5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	1560			articStaccatoAbove			10				
113	112	333	336	0.25		0	0	Chord	6/8	2	1	1/16		1/16	1	1561										
113	112	1333/4	1345/4	0.25		1/16	1/16	Chord	6/8	2	1	1/16		1/16	1	1562										
113	112	667/2	673/2	0.25		1/8	1/8	Chord	6/8	2	1	1/16		1/16	1	1563										
113	112	1335/4	1347/4	0.25		3/16	3/16	Chord	6/8	2	1	1/16		1/16	1	1564										
113	112	334	337	0.25		1/4	1/4	Chord	6/8	2	1	1/16		1/16	1	1565										
113	112	1337/4	1349/4	0.25		5/16	5/16	Chord	6/8	2	1	1/16		1/16	1	1566										
113	112	669/2	675/2	0.25		3/8	3/8	Chord	6/8	2	1	1/16		1/16	1	1567										
113	112	1339/4	1351/4	0.25		7/16	7/16	Chord	6/8	2	1	1/16		1/16	1	1568										
113	112	335	338	0.25		1/2	1/2	Chord	6/8	2	1	1/16		1/16	1	1569										
113	112	1341/4	1353/4	0.25		9/16	9/16	Chord	6/8	2	1	1/16		1/16	1	1570										
113	112	671/2	677/2	0.25		5/8	5/8	Chord	6/8	2	1	1/16		1/16	1	1571										
113	112	1343/4	1355/4	0.25		11/16	11/16	Chord	6/8	2	1	1/16		1/16	1	1572										
114	113	336	339	0.0		0	0	Spanner	6/8	1	1	0														
114	113	336	339	0.0		0	0	Spanner	6/8	1	1	0									7					
114	113	336	339	0.5		0	0	Chord	6/8	1	1	1/8		1/8	1	1573				78	7					
114	113	673/2	679/2	0.5		1/8	1/8	Chord	6/8	1	1	1/8		1/8	1	1574				78	7					
114	113	337	340	0.5		1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	1575				78	7					
114	113	675/2	681/2	0.5		3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	1576				78	7					
114	113	338	341	0.5		1/2	1/2	Chord	6/8	1	1	1/8		1/8	1	1577					7					
114	113	677/2	683/2	0.5		5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	1578			articStaccatoAbove		7					
114	113	336	339	0.25		0	0	Chord	6/8	2	1	1/16		1/16	1	1579										
114	113	1345/4	1357/4	0.25		1/16	1/16	Chord	6/8	2	1	1/16		1/16	1	1580										
114	113	673/2	679/2	0.25		1/8	1/8	Chord	6/8	2	1	1/16		1/16	1	1581										
114	113	1347/4	1359/4	0.25		3/16	3/16	Chord	6/8	2	1	1/16		1/16	1	1582										
114	113	337	340	0.25		1/4	1/4	Chord	6/8	2	1	1/16		1/16	1	1583										
114	113	1349/4	1361/4	0.25		5/16	5/16	Chord	6/8	2	1	1/16		1/16	1	1584										
114	113	675/2	681/2	0.25		3/8	3/8	Chord	6/8	2	1	1/16		1/16	1	1585										
114	113	1351/4	1363/4	0.25		7/16	7/16	Chord	6/8	2	1	1/16		1/16	1	1586										
114	113	338	341	0.25		1/2	1/2	Chord	6/8	2	1	1/16		1/16	1	1587										
114	113	1353/4	1365/4	0.25		9/16	9/16	Chord	6/8	2	1	1/16		1/16	1	1588										
114	113	677/2	683/2	0.25		5/8	5/8	Chord	6/8	2	1	1/16		1/16	1	1589										
114	113	1355/4	1367/4	0.25		11/16	11/16	Chord	6/8	2	1	1/16		1/16	1	1590										
115	114	339	342	0.0		0	0	Spanner	6/8	1	1	0														
115	114	339	342	0.5		0	0	Chord	6/8	1	1	1/8		1/8	1	1591				79						
115	114	679/2	685/2	0.5		1/8	1/8	Chord	6/8	1	1	1/8		1/8	1	1592				79						
115	114	340	343	0.5		1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	1593				79						
115	114	681/2	687/2	0.5		3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	1594				79						
115	114	341	344	0.5		1/2	1/2	Chord	6/8	1	1	1/8		1/8	1	1595										
115	114	683/2	689/2	0.5		5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	1596			articStaccatoAbove							
115	114	339	342	0.25		0	0	Chord	6/8	2	1	1/16		1/16	1	1597										
115	114	1357/4	1369/4	0.25		1/16	1/16	Chord	6/8	2	1	1/16		1/16	1	1598										
115	114	679/2	685/2	0.25		1/8	1/8	Chord	6/8	2	1	1/16		1/16	1	1599										
115	114	1359/4	1371/4	0.25		3/16	3/16	Chord	6/8	2	1	1/16		1/16	1	1600										
115	114	340	343	0.25		1/4	1/4	Chord	6/8	2	1	1/16		1/16	1	1601										
115	114	1361/4	1373/4	0.25		5/16	5/16	Chord	6/8	2	1	1/16		1/16	1	1602										
115	114	681/2	687/2	0.25		3/8	3/8	Chord	6/8	2	1	1/16		1/16	1	1603										
115	114	1363/4	1375/4	0.25		7/16	7/16	Chord	6/8	2	1	1/16		1/16	1	1604										
115	114	341	344	0.25		1/2	1/2	Chord	6/8	2	1	1/16		1/16	1	1605										
115	114	1365/4	1377/4	0.25		9/16	9/16	Chord	6/8	2	1	1/16		1/16	1	1606										
115	114	683/2	689/2	0.25		5/8	5/8	Chord	6/8	2	1	1/16		1/16	1	1607										
115	114	1367/4	1379/4	0.25		11/16	11/16	Chord	6/8	2	1	1/16		1/16	1	1608										
116	115	342	345	0.5		0	0	Chord	6/8	1	1	1/8		1/8	1	1609				80						
116	115	685/2	691/2	0.5		1/8	1/8	Chord	6/8	1	1	1/8		1/8	1	1610										
116	115	343	346	0.5		1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	1611			articStaccatoBelow							
116	115	687/2	693/2	0.5		3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	1612				81						
116	115	344	347	0.5		1/2	1/2	Chord	6/8	1	1	1/8		1/8	1	1613										
116	115	689/2	695/2	0.25		5/8	5/8	Chord	6/8	1	1	1/16		1/16	1	1614										
116	115	1379/4	1391/4	0.25		11/16	11/16	Chord	6/8	1	1	1/16		1/16	1	1615										
116	115	342	345	0.25		0	0	Chord	6/8	2	1	1/16		1/16	1	1616										
116	115	1369/4	1381/4	0.25		1/16	1/16	Chord	6/8	2	1	1/16		1/16	1	1617										
116	115	685/2	691/2	0.25		1/8	1/8	Chord	6/8	2	1	1/16		1/16	1	1618										
116	115	1371/4	1383/4	0.25		3/16	3/16	Chord	6/8	2	1	1/16		1/16	1	1619										
116	115	343	346	0.25		1/4	1/4	Chord	6/8	2	1	1/16		1/16	1	1620										
116	115	1373/4	1385/4	0.25		5/16	5/16	Chord	6/8	2	1	1/16		1/16	1	1621										
116	115	687/2	693/2	0.25		3/8	3/8	Chord	6/8	2	1	1/16		1/16	1	1622										
116	115	1375/4	1387/4	0.25		7/16	7/16	Chord	6/8	2	1	1/16		1/16	1	1623										
116	115	344	347	0.25		1/2	1/2	Chord	6/8	2	1	1/16		1/16	1	1624										
116	115	1377/4	1389/4	0.25		9/16	9/16	Chord	6/8	2	1	1/16		1/16	1	1625										
116	115	689/2	695/2	0.5		5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	1626										
117	116	345	348	0.0		0	0	Spanner	6/8	1	1	0										11				
117	116	345	348	0.0		0	0	Spanner	6/8	1	1	0										11	2			
117	116	1381/4	1393/4	0.25		1/16	1/16	Chord	6/8	1	1	1/16		1/16	1	1627				82		11	2			
117	116	691/2	697/2	0.25		1/8	1/8	Chord	6/8	1	1	1/16		1/16	1	1628				82		11	2			
117	116	1383/4	1395/4	0.25		3/16	3/16	Chord	6/8	1	1	1/16		1/16	1	1629				82		11	2			
117	116	346	349	0.25		1/4	1/4	Chord	6/8	1	1	1/16		1/16	1	1630				82		11	2			
117	116	1385/4	1397/4	0.25		5/16	5/16	Chord	6/8	1	1	1/16		1/16	1	1631						11	2			
117	116	1387/4	1399/4	0.25		7/16	7/16	Chord	6/8	1	1	1/16		1/16	1	1632				83		11	2			
117	116	347	350	0.25		1/2	1/2	Chord	6/8	1	1	1/16		1/16	1	1633				83		11	2			
117	116	1389/4	1401/4	0.25		9/16	9/16	Chord	6/8	1	1	1/16		1/16	1	1634				83		11	2			
117	116	695/2	701/2	0.25		5/8	5/8	Chord	6/8	1	1	1/16		1/16	1	1635				83		11	2			
117	116	1391/4	1403/4	0.25		11/16	11/16	Chord	6/8	1	1	1/16		1/16	1	1636						11	2			
117	116	345	348	0.5		0	0	Chord	6/8	2	1	1/8		1/8	1	1637			articStaccatoBelow							
117	116	691/2	697/2	0.5		1/8	1/8	Chord	6/8	2	1	1/8		1/8	1	1638			articStaccatoBelow							
117	116	346	349	0.5		1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	1639			articStaccatoBelow							
117	116	693/2	699/2	0.5		3/8	3/8	Chord	6/8	2	1	1/8		1/8	1	1640			articStaccatoBelow							
117	116	347	350	0.5		1/2	1/2	Chord	6/8	2	1	1/8		1/8	1	1641			articStaccatoBelow							
117	116	695/2	701/2	0.5		5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	1642			articStaccatoBelow							
118	117	1393/4	1405/4	0.25		1/16	1/16	Chord	6/8	1	1	1/16		1/16	1	1643						11	2			
118	117	697/2	703/2	0.25		1/8	1/8	Chord	6/8	1	1	1/16		1/16	1	1644						11	2			
118	117	1395/4	1407/4	0.25		3/16	3/16	Chord	6/8	1	1	1/16		1/16	1	1645						11	2			
118	117	349	352	0.25		1/4	1/4	Chord	6/8	1	1	1/16		1/16	1	1646						11	2			
118	117	1397/4	1409/4	0.25		5/16	5/16	Chord	6/8	1	1	1/16		1/16	1	1647						11	2			
118	117	1399/4	1411/4	0.25		7/16	7/16	Chord	6/8	1	1	1/16		1/16	1	1648						11	2			
118	117	350	353	0.25		1/2	1/2	Chord	6/8	1	1	1/16		1/16	1	1649						11	2			
118	117	1401/4	1413/4	0.25		9/16	9/16	Chord	6/8	1	1	1/16		1/16	1	1650						11	2			
118	117	701/2	707/2	0.25		5/8	5/8	Chord	6/8	1	1	1/16		1/16	1	1651						11	2			
118	117	1403/4	1415/4	0.25		11/16	11/16	Chord	6/8	1	1	1/16		1/16	1	1652						11	2			
118	117	348	351	0.5		0	0	Chord	6/8	2	1	1/8		1/8	1	1653										
118	117	697/2	703/2	0.5		1/8	1/8	Chord	6/8	2	1	1/8		1/8	1	1654										
118	117	349	352	0.5		1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	1655										
118	117	699/2	705/2	0.5		3/8	3/8	Chord	6/8	2	1	1/8		1/8	1	1656										
118	117	350	353	0.5		1/2	1/2	Chord	6/8	2	1	1/8		1/8	1	1657										
118	117	701/2	707/2	0.5		5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	1658										
119	118	1405/4	1417/4	0.25		1/16	1/16	Chord	6/8	1	1	1/16		1/16	1	1659						11	2			
119	118	703/2	709/2	0.25		1/8	1/8	Chord	6/8	1	1	1/16		1/16	1	1660						11	2			
119	118	1407/4	1419/4	0.25		3/16	3/16	Chord	6/8	1	1	1/16		1/16	1	1661						11	2			
119	118	352	355	0.25		1/4	1/4	Chord	6/8	1	1	1/16		1/16	1	1662						11	2			
119	118	1409/4	1421/4	0.25		5/16	5/16	Chord	6/8	1	1	1/16		1/16	1	1663						11	2			
119	118	1411/4	1423/4	0.25		7/16	7/16	Chord	6/8	1	1	1/16		1/16	1	1664						11	2			
119	118	353	356	0.25		1/2	1/2	Chord	6/8	1	1	1/16		1/16	1	1665						11	2			
119	118	1413/4	1425/4	0.25		9/16	9/16	Chord	6/8	1	1	1/16		1/16	1	1666						11	2			
119	118	707/2	713/2	0.25		5/8	5/8	Chord	6/8	1	1	1/16		1/16	1	1667						11	2			
119	118	1415/4	1427/4	0.25		11/16	11/16	Chord	6/8	1	1	1/16		1/16	1	1668						11	2			
119	118	351	354	0.5		0	0	Chord	6/8	2	1	1/8		1/8	1	1669										
119	118	703/2	709/2	0.5		1/8	1/8	Chord	6/8	2	1	1/8		1/8	1	1670										
119	118	352	355	0.5		1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	1671										
119	118	705/2	711/2	0.5		3/8	3/8	Chord	6/8	2	1	1/8		1/8	1	1672										
119	118	353	356	0.5		1/2	1/2	Chord	6/8	2	1	1/8		1/8	1	1673										
119	118	707/2	713/2	0.5		5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	1674										
120	119	1417/4	1429/4	0.25		1/16	1/16	Chord	6/8	1	1	1/16		1/16	1	1675						11	2			
120	119	709/2	715/2	0.25		1/8	1/8	Chord	6/8	1	1	1/16		1/16	1	1676						11	2			
120	119	1419/4	1431/4	0.25		3/16	3/16	Chord	6/8	1	1	1/16		1/16	1	1677						11	2			
120	119	355	358	0.25		1/4	1/4	Chord	6/8	1	1	1/16		1/16	1	1678						11	2			
120	119	1421/4	1433/4	0.25		5/16	5/16	Chord	6/8	1	1	1/16		1/16	1	1679						11	2			
120	119	1423/4	1435/4	0.25		7/16	7/16	Chord	6/8	1	1	1/16		1/16	1	1680						11	2			
120	119	356	359	0.25		1/2	1/2	Chord	6/8	1	1	1/16		1/16	1	1681						11	2			
120	119	1425/4	1437/4	0.25		9/16	9/16	Chord	6/8	1	1	1/16		1/16	1	1682						11	2			
120	119	713/2	719/2	0.25		5/8	5/8	Chord	6/8	1	1	1/16		1/16	1	1683						11	2			
120	119	1427/4	1439/4	0.25		11/16	11/16	Chord	6/8	1	1	1/16		1/16	1	1684						11	2			
120	119	354	357	0.5		0	0	Chord	6/8	2	1	1/8		1/8	1	1685										
120	119	709/2	715/2	0.5		1/8	1/8	Chord	6/8	2	1	1/8		1/8	1	1686										
120	119	355	358	0.5		1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	1687										
120	119	711/2	717/2	0.5		3/8	3/8	Chord	6/8	2	1	1/8		1/8	1	1688										
120	119	356	359	0.5		1/2	1/2	Chord	6/8	2	1	1/8		1/8	1	1689										
120	119	713/2	719/2	0.5		5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	1690										
121	120	1429/4	1441/4	0.25		1/16	1/16	Chord	6/8	1	1	1/16		1/16	1	1691						11	2			
121	120	715/2	721/2	0.25		1/8	1/8	Chord	6/8	1	1	1/16		1/16	1	1692						11	2			
121	120	1431/4	1443/4	0.25		3/16	3/16	Chord	6/8	1	1	1/16		1/16	1	1693						11	2			
121	120	358	361	0.25		1/4	1/4	Chord	6/8	1	1	1/16		1/16	1	1694						11	2			
121	120	1433/4	1445/4	0.25		5/16	5/16	Chord	6/8	1	1	1/16		1/16	1	1695						11	2			
121	120	1435/4	1447/4	0.25		7/16	7/16	Chord	6/8	1	1	1/16		1/16	1	1696						11	2			
121	120	359	362	0.25		1/2	1/2	Chord	6/8	1	1	1/16		1/16	1	1697						11	2			
121	120	1437/4	1449/4	0.25		9/16	9/16	Chord	6/8	1	1	1/16		1/16	1	1698						11	2			
121	120	719/2	725/2	0.25		5/8	5/8	Chord	6/8	1	1	1/16		1/16	1	1699						11	2			
121	120	1439/4	1451/4	0.25		11/16	11/16	Chord	6/8	1	1	1/16		1/16	1	1700						11	2			
121	120	357	360	0.5		0	0	Chord	6/8	2	1	1/8		1/8	1	1701										
121	120	715/2	721/2	0.5		1/8	1/8	Chord	6/8	2	1	1/8		1/8	1	1702										
121	120	358	361	0.5		1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	1703										
121	120	717/2	723/2	0.5		3/8	3/8	Chord	6/8	2	1	1/8		1/8	1	1704										
121	120	359	362	0.5		1/2	1/2	Chord	6/8	2	1	1/8		1/8	1	1705										
121	120	719/2	725/2	0.5		5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	1706										
122	121	1441/4	1453/4	0.25		1/16	1/16	Chord	6/8	1	1	1/16		1/16	1	1707						11	2			
122	121	721/2	727/2	0.25		1/8	1/8	Chord	6/8	1	1	1/16		1/16	1	1708						11	2			
122	121	1443/4	1455/4	0.25		3/16	3/16	Chord	6/8	1	1	1/16		1/16	1	1709						11	2			
122	121	361	364	0.25		1/4	1/4	Chord	6/8	1	1	1/16		1/16	1	1710						11	2			
122	121	1445/4	1457/4	0.25		5/16	5/16	Chord	6/8	1	1	1/16		1/16	1	1711						11	2			
122	121	1447/4	1459/4	0.25		7/16	7/16	Chord	6/8	1	1	1/16		1/16	1	1712						11	2			
122	121	362	365	0.25		1/2	1/2	Chord	6/8	1	1	1/16		1/16	1	1713						11	2			
122	121	1449/4	1461/4	0.25		9/16	9/16	Chord	6/8	1	1	1/16		1/16	1	1714						11	2			
122	121	725/2	731/2	0.25		5/8	5/8	Chord	6/8	1	1	1/16		1/16	1	1715						11	2			
122	121	1451/4	1463/4	0.25		11/16	11/16	Chord	6/8	1	1	1/16		1/16	1	1716						11	2			
122	121	360	363	0.5		0	0	Chord	6/8	2	1	1/8		1/8	1	1717										
122	121	721/2	727/2	0.5		1/8	1/8	Chord	6/8	2	1	1/8		1/8	1	1718										
122	121	361	364	0.5		1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	1719										
122	121	723/2	729/2	0.5		3/8	3/8	Chord	6/8	2	1	1/8		1/8	1	1720										
122	121	362	365	0.5		1/2	1/2	Chord	6/8	2	1	1/8		1/8	1	1721										
122	121	725/2	731/2	0.5		5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	1722										
123	122	363	366	0.0		0	0	Spanner	6/8	1	1	0														
123	122	363	366	0.0		0	0	Spanner	6/8	1	1	0														
123	122	363	366	0.25		0	0	Chord	6/8	1	1	1/16		1/16	1	1723										
123	122	1453/4	1465/4	0.25		1/16	1/16	Chord	6/8	1	1	1/16		1/16	1	1724										
123	122	727/2	733/2	0.25		1/8	1/8	Chord	6/8	1	1	1/16		1/16	1	1725										
123	122	1455/4	1467/4	0.25		3/16	3/16	Chord	6/8	1	1	1/16		1/16	1	1726										
123	122	364	367	0.25		1/4	1/4	Chord	6/8	1	1	1/16		1/16	1	1727										
123	122	1457/4	1469/4	0.25		5/16	5/16	Chord	6/8	1	1	1/16		1/16	1	1728										
123	122	729/2	735/2	0.25		3/8	3/8	Chord	6/8	1	1	1/16		1/16	1	1729										
123	122	1459/4	1471/4	0.25		7/16	7/16	Chord	6/8	1	1	1/16		1/16	1	1730										
123	122	365	368	0.25		1/2	1/2	Chord	6/8	1	1	1/16		1/16	1	1731										
123	122	1461/4	1473/4	0.25		9/16	9/16	Chord	6/8	1	1	1/16		1/16	1	1732										
123	122	731/2	737/2	0.25		5/8	5/8	Chord	6/8	1	1	1/16		1/16	1	1733										
123	122	1463/4	1475/4	0.25		11/16	11/16	Chord	6/8	1	1	1/16		1/16	1	1734										
123	122	363	366	0.0		0	0	Spanner	6/8	2	1	0													4	4
123	122	363	366	0.5		0	0	Chord	6/8	2	1	1/8		1/8	1	1735									4	4
123	122	727/2	733/2	0.5		1/8	1/8	Chord	6/8	2	1	1/8		1/8	1	1736									4	4
123	122	364	367	0.5		1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	1737									4	4
123	122	729/2	735/2	0.5		3/8	3/8	Chord	6/8	2	1	1/8		1/8	1	1738									4	4
123	122	365	368	0.5		1/2	1/2	Chord	6/8	2	1	1/8		1/8	1	1739									4	4
123	122	731/2	737/2	0.5		5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	1740									4	4
124	123	366	369	0.0		0	0	Spanner	6/8	1	1	0											3			
124	123	366	369	0.25		0	0	Chord	6/8	1	1	1/16		1/16	1	1741							3			
124	123	1465/4	1477/4	0.25		1/16	1/16	Chord	6/8	1	1	1/16		1/16	1	1742							3			
124	123	733/2	739/2	0.25		1/8	1/8	Chord	6/8	1	1	1/16		1/16	1	1743							3			
124	123	1467/4	1479/4	0.25		3/16	3/16	Chord	6/8	1	1	1/16		1/16	1	1744							3			
124	123	367	370	0.25		1/4	1/4	Chord	6/8	1	1	1/16		1/16	1	1745							3			
124	123	1469/4	1481/4	0.25		5/16	5/16	Chord	6/8	1	1	1/16		1/16	1	1746							3			
124	123	735/2	741/2	0.25		3/8	3/8	Chord	6/8	1	1	1/16		1/16	1	1747							3			
124	123	1471/4	1483/4	0.25		7/16	7/16	Chord	6/8	1	1	1/16		1/16	1	1748							3			
124	123	368	371	0.25		1/2	1/2	Chord	6/8	1	1	1/16		1/16	1	1749							3			
124	123	1473/4	1485/4	0.25		9/16	9/16	Chord	6/8	1	1	1/16		1/16	1	1750							3			
124	123	737/2	743/2	0.25		5/8	5/8	Chord	6/8	1	1	1/16		1/16	1	1751							3			
