mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	volta	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	lyrics_1	dynamics	articulation	slur	decrescendo_hairpin	crescendo_hairpin
52	52	204	204	1.0		0	0	Chord	4/4	2	1	1/4		1/4	1	839						
52	52	409/2	409/2	0.0		1/8	1/8	Dynamic	4/4	2	1	0						pp				
52	52	204	204	0.5		0	0	Chord	4/4	2	2	1/8		1/8	1	840						
52	52	409/2	409/2	0.5		1/8	1/8	Chord	4/4	2	2	1/8		1/8	1	841				44		
52	52	205	205	0.5		1/4	1/4	Chord	4/4	2	2	1/8		1/8	1	842						
52	52	411/2	411/2	0.5		3/8	3/8	Chord	4/4	2	2	1/8		1/8	1	843			articStaccatoBelow	45		
52	52	206	206	0.5		1/2	1/2	Chord	4/4	2	2	1/8		1/8	1	844			articStaccatoBelow	45		
52	52	413/2	413/2	0.5		5/8	5/8	Chord	4/4	2	2	1/8		1/8	1	845			articStaccatoBelow	45		
52	52	207	207	0.5		3/4	3/4	Chord	4/4	2	2	1/8		1/8	1	846			articStaccatoBelow	45		
52	52	415/2	415/2	0.5		7/8	7/8	Chord	4/4	2	2	1/8		1/8	1	847			articStaccatoBelow			
53	53	208	208	0.18181818181818182		0	0	Chord	4/4	1	1	1/22		1/16	8/11	848						
53	53	2290/11	2290/11	0.18181818181818182		1/22	1/22	Chord	4/4	1	1	1/22		1/16	8/11	849						
53	53	20003/96	20003/96	0.18181818181818182		35/384	35/384	Chord	4/4	1	1	1/22		1/16	8/11	850						
53	53	220225/1056	220225/1056	0.18181818181818182		577/4224	577/4224	Chord	4/4	1	1	1/22		1/16	8/11	851						
53	53	220417/1056	220417/1056	0.18181818181818182		769/4224	769/4224	Chord	4/4	1	1	1/22		1/16	8/11	852						
53	53	220609/1056	220609/1056	0.18181818181818182		961/4224	961/4224	Chord	4/4	1	1	1/22		1/16	8/11	853						
53	53	25091/120	25091/120	0.18181818181818182		131/480	131/480	Chord	4/4	1	1	1/22		1/16	8/11	854						
53	53	276241/1320	276241/1320	0.18181818181818182		1681/5280	1681/5280	Chord	4/4	1	1	1/22		1/16	8/11	855						
53	53	276481/1320	276481/1320	0.18181818181818182		1921/5280	1921/5280	Chord	4/4	1	1	1/22		1/16	8/11	856						
53	53	276721/1320	276721/1320	0.18181818181818182		2161/5280	2161/5280	Chord	4/4	1	1	1/22		1/16	8/11	857						
53	53	33571/160	33571/160	0.18181818181818182		291/640	291/640	Chord	4/4	1	1	1/22		1/16	8/11	858						
53	53	369601/1760	369601/1760	1.0		3521/7040	3521/7040	Chord	4/4	1	1	1/4		1/4	1	859			articStaccatoAbove			
53	53	371361/1760	371361/1760	1.0		5281/7040	5281/7040	Chord	4/4	1	1	1/4		1/4	1	860			articStaccatoAbove			
53	53	208	208	0.5		0	0	Chord	4/4	2	1	1/8		1/8	1	861						
53	53	417/2	417/2	0.5		1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	862						
53	53	209	209	0.5		1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	863						
53	53	419/2	419/2	0.5		3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	864						
53	53	210	210	0.5		1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	865						
53	53	421/2	421/2	0.5		5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	866						
53	53	211	211	0.5		3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	867						
53	53	423/2	423/2	0.5		7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	868						
54	54	212	212	0.5		0	0	Chord	4/4	1	1	1/8		1/8	1	869				46		
54	54	425/2	425/2	0.25		1/8	1/8	Chord	4/4	1	1	1/16		1/16	1	870						
54	54	213	213	2.0		1/4	1/4	Chord	4/4	1	1	1/2		1/2	1	871						
54	54	215	215	1.0		3/4	3/4	Chord	4/4	1	1	1/4		1/4	1	872						
54	54	212	212	0.5		0	0	Chord	4/4	2	1	1/8		1/8	1	873						
54	54	425/2	425/2	0.5		1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	874						
54	54	213	213	0.5		1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	875						
54	54	427/2	427/2	0.5		3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	876						
54	54	214	214	0.5		1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	877						
54	54	429/2	429/2	0.5		5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	878						
54	54	215	215	0.5		3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	879						
54	54	431/2	431/2	0.5		7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	880						
55	55	218	218	1.0		1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	881				47		
55	55	219	219	0.5		3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	882				47		
55	55	439/2	439/2	0.5		7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	883						
55	55	216	216	0.75		0	0	Chord	4/4	1	2	3/16		1/8	3/2	884			ornamentTurn			
55	55	867/4	867/4	0.25		3/16	3/16	Chord	4/4	1	2	1/16		1/16	1	885						
55	55	217	217	0.3333333333333333		1/4	1/4	Chord	4/4	1	2	1/12		1/8	2/3	886			articStaccatoAbove			
55	55	652/3	652/3	0.3333333333333333		1/3	1/3	Chord	4/4	1	2	1/12		1/8	2/3	887			articStaccatoAbove			
55	55	653/3	653/3	0.3333333333333333		5/12	5/12	Chord	4/4	1	2	1/12		1/8	2/3	888			articStaccatoAbove			
55	55	219	219	1.0		3/4	3/4	Chord	4/4	1	2	1/4		1/4	1	889						
55	55	216	216	0.5		0	0	Chord	4/4	2	1	1/8		1/8	1	890						
55	55	433/2	433/2	0.5		1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	891						
55	55	217	217	0.5		1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	892						
55	55	435/2	435/2	0.5		3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	893						
55	55	218	218	0.5		1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	894						
55	55	437/2	437/2	0.5		5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	895						
55	55	219	219	0.5		3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	896						
55	55	439/2	439/2	0.5		7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	897						
56	56	220	220	2.0		0	0	Chord	4/4	1	1	1/2		1/2	1	898				48		
56	56	222	222	0.3333333333333333		1/2	1/2	Chord	4/4	1	1	1/12		1/8	2/3	899						
56	56	667/3	667/3	0.3333333333333333		7/12	7/12	Chord	4/4	1	1	1/12		1/8	2/3	900			articStaccatoBelow			
56	56	668/3	668/3	0.3333333333333333		2/3	2/3	Chord	4/4	1	1	1/12		1/8	2/3	901			articStaccatoBelow			
56	56	223	223	0.3333333333333333		3/4	3/4	Chord	4/4	1	1	1/12		1/8	2/3	902			articStaccatoBelow			
56	56	670/3	670/3	0.3333333333333333		5/6	5/6	Chord	4/4	1	1	1/12		1/8	2/3	903			articStaccatoBelow			
56	56	671/3	671/3	0.3333333333333333		11/12	11/12	Chord	4/4	1	1	1/12		1/8	2/3	904			articStaccatoBelow			
56	56	441/2	441/2	0.5		1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	905				49		
56	56	221	221	0.5		1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	906				49		
56	56	443/2	443/2	0.5		3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	907						
56	56	222	222	1.0		1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	908						
56	56	220	220	3.0		0	0	Chord	4/4	2	2	3/4		1/2	3/2	909						
57	57	673/3	673/3	0.0		1/12	1/12	Dynamic	4/4	1	1	0						ff				
57	57	673/3	673/3	0.3333333333333333		1/12	1/12	Chord	4/4	1	1	1/12		1/8	2/3	910			articStaccatoAbove			
57	57	674/3	674/3	0.0		1/6	1/6	Dynamic	4/4	1	1	0						other-dynamics				
57	57	674/3	674/3	0.3333333333333333		1/6	1/6	Chord	4/4	1	1	1/12		1/8	2/3	911			articStaccatoAbove			
57	57	225	225	0.3333333333333333		1/4	1/4	Chord	4/4	1	1	1/12		1/8	2/3	912			articStaccatoAbove			
57	57	676/3	676/3	0.3333333333333333		1/3	1/3	Chord	4/4	1	1	1/12		1/8	2/3	913			articStaccatoAbove			
57	57	677/3	677/3	0.3333333333333333		5/12	5/12	Chord	4/4	1	1	1/12		1/8	2/3	914			articStaccatoAbove			
57	57	226	226	0.3333333333333333		1/2	1/2	Chord	4/4	1	1	1/12		1/8	2/3	915			articStaccatoAbove			
57	57	679/3	679/3	0.3333333333333333		7/12	7/12	Chord	4/4	1	1	1/12		1/8	2/3	916			articStaccatoAbove			
57	57	680/3	680/3	0.3333333333333333		2/3	2/3	Chord	4/4	1	1	1/12		1/8	2/3	917			articStaccatoAbove			
57	57	227	227	0.0		3/4	3/4	Dynamic	4/4	1	1	0						sf				
57	57	227	227	0.3333333333333333		3/4	3/4	Chord	4/4	1	1	1/12		1/8	2/3	918				50		
57	57	682/3	682/3	0.3333333333333333		5/6	5/6	Chord	4/4	1	1	1/12		1/8	2/3	919						
57	57	683/3	683/3	0.3333333333333333		11/12	11/12	Chord	4/4	1	1	1/12		1/8	2/3	920			articStaccatoAbove			
57	57	224	224	1.0		0	0	Chord	4/4	2	1	1/4		1/4	1	921						
57	57	225	225	1.0		1/4	1/4	Chord	4/4	2	1	1/4		1/4	1	922						
57	57	227	227	0.75		3/4	3/4	Chord	4/4	2	1	3/16		1/8	3/2	923						
57	57	911/4	911/4	0.25		15/16	15/16	Chord	4/4	2	1	1/16		1/16	1	924						
58	58	685/3	685/3	0.3333333333333333		1/12	1/12	Chord	4/4	1	1	1/12		1/8	2/3	925			articStaccatoAbove			
58	58	686/3	686/3	0.3333333333333333		1/6	1/6	Chord	4/4	1	1	1/12		1/8	2/3	926			articStaccatoAbove			
58	58	229	229	0.3333333333333333		1/4	1/4	Chord	4/4	1	1	1/12		1/8	2/3	927			articStaccatoAbove			
58	58	688/3	688/3	0.3333333333333333		1/3	1/3	Chord	4/4	1	1	1/12		1/8	2/3	928			articStaccatoAbove			
58	58	689/3	689/3	0.3333333333333333		5/12	5/12	Chord	4/4	1	1	1/12		1/8	2/3	929			articStaccatoAbove			
58	58	230	230	0.3333333333333333		1/2	1/2	Chord	4/4	1	1	1/12		1/8	2/3	930			articStaccatoAbove			
58	58	691/3	691/3	0.3333333333333333		7/12	7/12	Chord	4/4	1	1	1/12		1/8	2/3	931			articStaccatoAbove			
58	58	692/3	692/3	0.3333333333333333		2/3	2/3	Chord	4/4	1	1	1/12		1/8	2/3	932			articStaccatoAbove			
58	58	231	231	0.0		3/4	3/4	Dynamic	4/4	1	1	0						sf				
58	58	231	231	0.3333333333333333		3/4	3/4	Chord	4/4	1	1	1/12		1/8	2/3	933				51		
58	58	694/3	694/3	0.3333333333333333		5/6	5/6	Chord	4/4	1	1	1/12		1/8	2/3	934						
58	58	695/3	695/3	0.3333333333333333		11/12	11/12	Chord	4/4	1	1	1/12		1/8	2/3	935			articStaccatoAbove			
58	58	228	228	1.0		0	0	Chord	4/4	2	1	1/4		1/4	1	936						
58	58	229	229	1.0		1/4	1/4	Chord	4/4	2	1	1/4		1/4	1	937						
58	58	231	231	0.75		3/4	3/4	Chord	4/4	2	1	3/16		1/8	3/2	938						
58	58	927/4	927/4	0.25		15/16	15/16	Chord	4/4	2	1	1/16		1/16	1	939						
59	59	697/3	697/3	0.3333333333333333		1/12	1/12	Chord	4/4	1	1	1/12		1/8	2/3	940			articStaccatoAbove			
59	59	698/3	698/3	0.3333333333333333		1/6	1/6	Chord	4/4	1	1	1/12		1/8	2/3	941			articStaccatoAbove			
59	59	233	233	0.3333333333333333		1/4	1/4	Chord	4/4	1	1	1/12		1/8	2/3	942			articStaccatoAbove			
59	59	700/3	700/3	0.3333333333333333		1/3	1/3	Chord	4/4	1	1	1/12		1/8	2/3	943			articStaccatoAbove			
59	59	701/3	701/3	0.3333333333333333		5/12	5/12	Chord	4/4	1	1	1/12		1/8	2/3	944			articStaccatoAbove			
59	59	234	234	0.3333333333333333		1/2	1/2	Chord	4/4	1	1	1/12		1/8	2/3	945			articStaccatoAbove			
59	59	703/3	703/3	0.3333333333333333		7/12	7/12	Chord	4/4	1	1	1/12		1/8	2/3	946			articStaccatoAbove			
59	59	704/3	704/3	0.3333333333333333		2/3	2/3	Chord	4/4	1	1	1/12		1/8	2/3	947			articStaccatoAbove			
59	59	235	235	0.3333333333333333		3/4	3/4	Chord	4/4	1	1	1/12		1/8	2/3	948			articStaccatoAbove			
59	59	706/3	706/3	0.3333333333333333		5/6	5/6	Chord	4/4	1	1	1/12		1/8	2/3	949			articStaccatoAbove			
59	59	707/3	707/3	0.3333333333333333		11/12	11/12	Chord	4/4	1	1	1/12		1/8	2/3	950			articStaccatoAbove			
59	59	232	232	1.0		0	0	Chord	4/4	2	1	1/4		1/4	1	951						
60	60	236	236	0.3333333333333333		0	0	Chord	4/4	1	1	1/12		1/8	2/3	952			articStaccatoAbove			
60	60	709/3	709/3	0.3333333333333333		1/12	1/12	Chord	4/4	1	1	1/12		1/8	2/3	953			articStaccatoAbove			
60	60	710/3	710/3	0.3333333333333333		1/6	1/6	Chord	4/4	1	1	1/12		1/8	2/3	954			articStaccatoAbove			
60	60	237	237	0.0		1/4	1/4	Dynamic	4/4	1	1	0						sf				
60	60	237	237	0.3333333333333333		1/4	1/4	Chord	4/4	1	1	1/12		1/8	2/3	955				52		
60	60	712/3	712/3	0.3333333333333333		1/3	1/3	Chord	4/4	1	1	1/12		1/8	2/3	956						
60	60	713/3	713/3	0.3333333333333333		5/12	5/12	Chord	4/4	1	1	1/12		1/8	2/3	957			articStaccatoAbove			
60	60	238	238	0.0		1/2	1/2	Dynamic	4/4	1	1	0						sf				
60	60	238	238	0.3333333333333333		1/2	1/2	Chord	4/4	1	1	1/12		1/8	2/3	958				53		
60	60	715/3	715/3	0.3333333333333333		7/12	7/12	Chord	4/4	1	1	1/12		1/8	2/3	959						
60	60	716/3	716/3	0.3333333333333333		2/3	2/3	Chord	4/4	1	1	1/12		1/8	2/3	960			articStaccatoAbove			
60	60	239	239	0.0		3/4	3/4	Dynamic	4/4	1	1	0						sf				
60	60	239	239	0.3333333333333333		3/4	3/4	Chord	4/4	1	1	1/12		1/8	2/3	961				54		
60	60	718/3	718/3	0.3333333333333333		5/6	5/6	Chord	4/4	1	1	1/12		1/8	2/3	962						
60	60	719/3	719/3	0.3333333333333333		11/12	11/12	Chord	4/4	1	1	1/12		1/8	2/3	963			articStaccatoAbove			
60	60	237	237	1.0		1/4	1/4	Chord	4/4	2	1	1/4		1/4	1	964						
60	60	238	238	1.0		1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	965						
60	60	239	239	1.0		3/4	3/4	Chord	4/4	2	1	1/4		1/4	1	966						
61	61	240	240	1.0		0	0	Chord	4/4	1	1	1/4		1/4	1	967						
61	61	241	241	1.0		1/4	1/4	Chord	4/4	1	1	1/4		1/4	1	968						
61	61	243	243	0.75		3/4	3/4	Chord	4/4	1	1	3/16		1/8	3/2	969						
61	61	975/4	975/4	0.25		15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	970						
61	61	721/3	721/3	0.3333333333333333		1/12	1/12	Chord	4/4	2	1	1/12		1/8	2/3	971			articStaccatoBelow			
61	61	722/3	722/3	0.3333333333333333		1/6	1/6	Chord	4/4	2	1	1/12		1/8	2/3	972			articStaccatoBelow			
61	61	241	241	0.3333333333333333		1/4	1/4	Chord	4/4	2	1	1/12		1/8	2/3	973			articStaccatoBelow			
61	61	724/3	724/3	0.3333333333333333		1/3	1/3	Chord	4/4	2	1	1/12		1/8	2/3	974			articStaccatoBelow			
61	61	725/3	725/3	0.3333333333333333		5/12	5/12	Chord	4/4	2	1	1/12		1/8	2/3	975			articStaccatoBelow			
61	61	242	242	0.3333333333333333		1/2	1/2	Chord	4/4	2	1	1/12		1/8	2/3	976			articStaccatoAbove			
61	61	727/3	727/3	0.3333333333333333		7/12	7/12	Chord	4/4	2	1	1/12		1/8	2/3	977			articStaccatoAbove			
61	61	728/3	728/3	0.3333333333333333		2/3	2/3	Chord	4/4	2	1	1/12		1/8	2/3	978			articStaccatoAbove			
61	61	243	243	0.0		3/4	3/4	Dynamic	4/4	2	1	0						sf				
61	61	243	243	0.3333333333333333		3/4	3/4	Chord	4/4	2	1	1/12		1/8	2/3	979				55		
61	61	730/3	730/3	0.3333333333333333		5/6	5/6	Chord	4/4	2	1	1/12		1/8	2/3	980						
61	61	731/3	731/3	0.3333333333333333		11/12	11/12	Chord	4/4	2	1	1/12		1/8	2/3	981			articStaccatoAbove			
62	62	244	244	1.0		0	0	Chord	4/4	1	1	1/4		1/4	1	982						
62	62	245	245	1.0		1/4	1/4	Chord	4/4	1	1	1/4		1/4	1	983						
62	62	247	247	0.75		3/4	3/4	Chord	4/4	1	1	3/16		1/8	3/2	984						
62	62	991/4	991/4	0.25		15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	985						
62	62	733/3	733/3	0.3333333333333333		1/12	1/12	Chord	4/4	2	1	1/12		1/8	2/3	986			articStaccatoBelow			
62	62	734/3	734/3	0.3333333333333333		1/6	1/6	Chord	4/4	2	1	1/12		1/8	2/3	987			articStaccatoBelow			
62	62	245	245	0.3333333333333333		1/4	1/4	Chord	4/4	2	1	1/12		1/8	2/3	988			articStaccatoBelow			
62	62	736/3	736/3	0.3333333333333333		1/3	1/3	Chord	4/4	2	1	1/12		1/8	2/3	989			articStaccatoBelow			
62	62	737/3	737/3	0.3333333333333333		5/12	5/12	Chord	4/4	2	1	1/12		1/8	2/3	990			articStaccatoBelow			
62	62	246	246	0.3333333333333333		1/2	1/2	Chord	4/4	2	1	1/12		1/8	2/3	991			articStaccatoBelow			
62	62	739/3	739/3	0.3333333333333333		7/12	7/12	Chord	4/4	2	1	1/12		1/8	2/3	992			articStaccatoBelow			
62	62	740/3	740/3	0.3333333333333333		2/3	2/3	Chord	4/4	2	1	1/12		1/8	2/3	993			articStaccatoBelow			
62	62	247	247	0.0		3/4	3/4	Dynamic	4/4	2	1	0						sf				
62	62	247	247	0.3333333333333333		3/4	3/4	Chord	4/4	2	1	1/12		1/8	2/3	994				56		
62	62	742/3	742/3	0.3333333333333333		5/6	5/6	Chord	4/4	2	1	1/12		1/8	2/3	995						
62	62	743/3	743/3	0.3333333333333333		11/12	11/12	Chord	4/4	2	1	1/12		1/8	2/3	996			articStaccatoBelow			
63	63	248	248	1.0		0	0	Chord	4/4	1	1	1/4		1/4	1	997						
63	63	249	249	1.0		1/4	1/4	Chord	4/4	1	1	1/4		1/4	1	998						
63	63	251	251	0.75		3/4	3/4	Chord	4/4	1	1	3/16		1/8	3/2	999						
63	63	1007/4	1007/4	0.25		15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	1000						
63	63	745/3	745/3	0.3333333333333333		1/12	1/12	Chord	4/4	2	1	1/12		1/8	2/3	1001			articStaccatoBelow			
63	63	746/3	746/3	0.3333333333333333		1/6	1/6	Chord	4/4	2	1	1/12		1/8	2/3	1002			articStaccatoBelow			
63	63	249	249	0.3333333333333333		1/4	1/4	Chord	4/4	2	1	1/12		1/8	2/3	1003			articStaccatoBelow			
63	63	748/3	748/3	0.3333333333333333		1/3	1/3	Chord	4/4	2	1	1/12		1/8	2/3	1004			articStaccatoBelow			
63	63	749/3	749/3	0.3333333333333333		5/12	5/12	Chord	4/4	2	1	1/12		1/8	2/3	1005			articStaccatoBelow			
63	63	250	250	0.3333333333333333		1/2	1/2	Chord	4/4	2	1	1/12		1/8	2/3	1006			articStaccatoBelow			
63	63	751/3	751/3	0.3333333333333333		7/12	7/12	Chord	4/4	2	1	1/12		1/8	2/3	1007			articStaccatoBelow			
63	63	752/3	752/3	0.3333333333333333		2/3	2/3	Chord	4/4	2	1	1/12		1/8	2/3	1008			articStaccatoBelow			
63	63	251	251	0.3333333333333333		3/4	3/4	Chord	4/4	2	1	1/12		1/8	2/3	1009			articStaccatoBelow			
63	63	754/3	754/3	0.3333333333333333		5/6	5/6	Chord	4/4	2	1	1/12		1/8	2/3	1010			articStaccatoBelow			
63	63	755/3	755/3	0.3333333333333333		11/12	11/12	Chord	4/4	2	1	1/12		1/8	2/3	1011			articStaccatoBelow			
64	64	252	252	1.0		0	0	Chord	4/4	1	1	1/4		1/4	1	1012						
64	64	253	253	0.75		1/4	1/4	Chord	4/4	1	1	3/16		1/8	3/2	1013						
64	64	1015/4	1015/4	0.25		7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	1014						
64	64	254	254	1.0		1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	1015						
64	64	255	255	0.75		3/4	3/4	Chord	4/4	1	1	3/16		1/8	3/2	1016						
64	64	1023/4	1023/4	0.25		15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	1017						
64	64	252	252	0.3333333333333333		0	0	Chord	4/4	2	1	1/12		1/8	2/3	1018			articStaccatoAbove			
64	64	757/3	757/3	0.3333333333333333		1/12	1/12	Chord	4/4	2	1	1/12		1/8	2/3	1019			articStaccatoAbove			
64	64	758/3	758/3	0.3333333333333333		1/6	1/6	Chord	4/4	2	1	1/12		1/8	2/3	1020			articStaccatoAbove			
64	64	253	253	0.3333333333333333		1/4	1/4	Chord	4/4	2	1	1/12		1/8	2/3	1021			articStaccatoAbove			
64	64	760/3	760/3	0.3333333333333333		1/3	1/3	Chord	4/4	2	1	1/12		1/8	2/3	1022			articStaccatoAbove			
64	64	761/3	761/3	0.3333333333333333		5/12	5/12	Chord	4/4	2	1	1/12		1/8	2/3	1023			articStaccatoAbove			
64	64	254	254	0.3333333333333333		1/2	1/2	Chord	4/4	2	1	1/12		1/8	2/3	1024			articStaccatoAbove			
64	64	763/3	763/3	0.3333333333333333		7/12	7/12	Chord	4/4	2	1	1/12		1/8	2/3	1025			articStaccatoAbove			
64	64	764/3	764/3	0.3333333333333333		2/3	2/3	Chord	4/4	2	1	1/12		1/8	2/3	1026			articStaccatoAbove			
64	64	255	255	0.3333333333333333		3/4	3/4	Chord	4/4	2	1	1/12		1/8	2/3	1027			articStaccatoAbove			
64	64	766/3	766/3	0.3333333333333333		5/6	5/6	Chord	4/4	2	1	1/12		1/8	2/3	1028			articStaccatoAbove			
64	64	767/3	767/3	0.3333333333333333		11/12	11/12	Chord	4/4	2	1	1/12		1/8	2/3	1029			articStaccatoAbove			
65	65	256	256	1.0		0	0	Chord	4/4	1	1	1/4		1/4	1	1030						
65	65	257	257	0.75		1/4	1/4	Chord	4/4	1	1	3/16		1/8	3/2	1031						
65	65	1031/4	1031/4	0.25		7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	1032						
65	65	258	258	1.0		1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	1033						
65	65	259	259	1.0		3/4	3/4	Chord	4/4	1	1	1/4		1/4	1	1034						
65	65	256	256	0.3333333333333333		0	0	Chord	4/4	2	1	1/12		1/8	2/3	1035			articStaccatoAbove			
65	65	769/3	769/3	0.3333333333333333		1/12	1/12	Chord	4/4	2	1	1/12		1/8	2/3	1036			articStaccatoAbove			
65	65	770/3	770/3	0.3333333333333333		1/6	1/6	Chord	4/4	2	1	1/12		1/8	2/3	1037			articStaccatoAbove			
65	65	257	257	0.3333333333333333		1/4	1/4	Chord	4/4	2	1	1/12		1/8	2/3	1038			articStaccatoAbove			
65	65	772/3	772/3	0.3333333333333333		1/3	1/3	Chord	4/4	2	1	1/12		1/8	2/3	1039			articStaccatoAbove			
65	65	773/3	773/3	0.3333333333333333		5/12	5/12	Chord	4/4	2	1	1/12		1/8	2/3	1040			articStaccatoAbove			
65	65	258	258	0.3333333333333333		1/2	1/2	Chord	4/4	2	1	1/12		1/8	2/3	1041			articStaccatoAbove			
65	65	775/3	775/3	0.3333333333333333		7/12	7/12	Chord	4/4	2	1	1/12		1/8	2/3	1042			articStaccatoAbove			
65	65	776/3	776/3	0.3333333333333333		2/3	2/3	Chord	4/4	2	1	1/12		1/8	2/3	1043			articStaccatoAbove			
65	65	259	259	0.3333333333333333		3/4	3/4	Chord	4/4	2	1	1/12		1/8	2/3	1044						
65	65	778/3	778/3	0.3333333333333333		5/6	5/6	Chord	4/4	2	1	1/12		1/8	2/3	1045						
65	65	779/3	779/3	0.3333333333333333		11/12	11/12	Chord	4/4	2	1	1/12		1/8	2/3	1046			articStaccatoAbove			
66	66		260	1.0	1	0	0	Chord	4/4	1	1	1/4		1/4	1	1047						
66	66		787/3	0.3333333333333333	1	7/12	7/12	Chord	4/4	1	1	1/12		1/8	2/3	1048			articStaccatoBelow			
66	66		788/3	0.3333333333333333	1	2/3	2/3	Chord	4/4	1	1	1/12		1/8	2/3	1049			articStaccatoBelow			
66	66		263	0.3333333333333333	1	3/4	3/4	Chord	4/4	1	1	1/12		1/8	2/3	1050			articStaccatoBelow			
66	66		790/3	0.3333333333333333	1	5/6	5/6	Chord	4/4	1	1	1/12		1/8	2/3	1051			articStaccatoBelow			
66	66		791/3	0.3333333333333333	1	11/12	11/12	Chord	4/4	1	1	1/12		1/8	2/3	1052			articStaccatoBelow			
66	66		260	0.3333333333333333	1	0	0	Chord	4/4	2	1	1/12		1/8	2/3	1053						
66	66		781/3	0.3333333333333333	1	1/12	1/12	Chord	4/4	2	1	1/12		1/8	2/3	1054						
66	66		782/3	0.3333333333333333	1	1/6	1/6	Chord	4/4	2	1	1/12		1/8	2/3	1055						
66	66		261	0.3333333333333333	1	1/4	1/4	Chord	4/4	2	1	1/12		1/8	2/3	1056						
66	66		784/3	0.3333333333333333	1	1/3	1/3	Chord	4/4	2	1	1/12		1/8	2/3	1057						
66	66		785/3	0.3333333333333333	1	5/12	5/12	Chord	4/4	2	1	1/12		1/8	2/3	1058						
66	66		262	1.0	1	1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	1059						
67	66	260	264	1.0	2	0	0	Chord	4/4	1	1	1/4		1/4	1	1060						
67	66	787/3	799/3	0.3333333333333333	2	7/12	7/12	Chord	4/4	1	1	1/12		1/8	2/3	1061			articStaccatoBelow			
67	66	788/3	800/3	0.3333333333333333	2	2/3	2/3	Chord	4/4	1	1	1/12		1/8	2/3	1062			articStaccatoBelow			
67	66	263	267	0.3333333333333333	2	3/4	3/4	Chord	4/4	1	1	1/12		1/8	2/3	1063			articStaccatoBelow			
67	66	790/3	802/3	0.3333333333333333	2	5/6	5/6	Chord	4/4	1	1	1/12		1/8	2/3	1064			articStaccatoBelow			
67	66	791/3	803/3	0.3333333333333333	2	11/12	11/12	Chord	4/4	1	1	1/12		1/8	2/3	1065			articStaccatoBelow			
67	66	260	264	0.3333333333333333	2	0	0	Chord	4/4	2	1	1/12		1/8	2/3	1066						
67	66	781/3	793/3	0.3333333333333333	2	1/12	1/12	Chord	4/4	2	1	1/12		1/8	2/3	1067						
67	66	782/3	794/3	0.3333333333333333	2	1/6	1/6	Chord	4/4	2	1	1/12		1/8	2/3	1068						
67	66	261	265	0.3333333333333333	2	1/4	1/4	Chord	4/4	2	1	1/12		1/8	2/3	1069						
67	66	784/3	796/3	0.3333333333333333	2	1/3	1/3	Chord	4/4	2	1	1/12		1/8	2/3	1070						
67	66	785/3	797/3	0.3333333333333333	2	5/12	5/12	Chord	4/4	2	1	1/12		1/8	2/3	1071						
67	66	262	266	1.0	2	1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	1072						
68	67	264	268	0.3333333333333333		0	0	Chord	4/4	1	1	1/12		1/8	2/3	1073			articStaccatoBelow			
68	67	793/3	805/3	0.3333333333333333		1/12	1/12	Chord	4/4	1	1	1/12		1/8	2/3	1074			articStaccatoBelow			
