mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	lyrics_1	articulation
59	58	231/2	231/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	881		
59	58	463/4	463/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	882		
59	58	116	116	0.25	1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	883		
59	58	465/4	465/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	884		
59	58	233/2	233/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	885		
59	58	467/4	467/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	886		
59	58	115	115	0.5	0	0	Chord	2/4	2	2	1/8		1/8	1	887		
59	58	231/2	231/2	0.5	1/8	1/8	Chord	2/4	2	2	1/8		1/8	1	888		
59	58	116	116	0.5	1/4	1/4	Chord	2/4	2	2	1/8		1/8	1	889		
59	58	233/2	233/2	0.5	3/8	3/8	Chord	2/4	2	2	1/8		1/8	1	890		
60	59	117	117	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	891		
60	59	235/2	235/2	0.75	1/8	1/8	Chord	2/4	1	1	3/16		1/8	3/2	892		
60	59	473/4	473/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	893		
60	59	237/2	237/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	894		
60	59	475/4	475/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	895		
60	59	117	117	0.25	0	0	Chord	2/4	2	1	1/16		1/16	1	896		
60	59	469/4	469/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	897		
60	59	235/2	235/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	898		
60	59	471/4	471/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	899		
60	59	118	118	0.25	1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	900		
60	59	473/4	473/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	901		
60	59	237/2	237/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	902		
60	59	475/4	475/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	903		
60	59	117	117	2.0	0	0	Chord	2/4	2	2	1/2		1/2	1	904		
61	60	119	119	0.25	0	0	Chord	2/4	1	1	1/16		1/16	1	905		
61	60	477/4	477/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	906		
61	60	239/2	239/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	907		
61	60	479/4	479/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	908		
61	60	120	120	0.25	1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	909		
61	60	481/4	481/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	910		
61	60	241/2	241/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	911		
61	60	483/4	483/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	912		
61	60	119	119	0.25	0	0	Chord	2/4	2	1	1/16		1/16	1	913		
61	60	477/4	477/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	914		
61	60	239/2	239/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	915		
61	60	479/4	479/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	916		
61	60	120	120	0.25	1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	917		
61	60	481/4	481/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	918		
61	60	241/2	241/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	919		
61	60	483/4	483/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	920		
61	60	119	119	0.5	0	0	Chord	2/4	2	2	1/8		1/8	1	921		
61	60	239/2	239/2	0.5	1/8	1/8	Chord	2/4	2	2	1/8		1/8	1	922		
61	60	120	120	0.5	1/4	1/4	Chord	2/4	2	2	1/8		1/8	1	923		
61	60	241/2	241/2	0.5	3/8	3/8	Chord	2/4	2	2	1/8		1/8	1	924		
62	61	121	121	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	925		
62	61	243/2	243/2	0.75	1/8	1/8	Chord	2/4	1	1	3/16		1/8	3/2	926		
62	61	489/4	489/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	927		
62	61	245/2	245/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	928		
62	61	491/4	491/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	929		
62	61	245/2	245/2	0.5	3/8	3/8	Chord	2/4	1	2	1/8		1/8	1	930		
62	61	121	121	0.25	0	0	Chord	2/4	2	1	1/16		1/16	1	931		
62	61	485/4	485/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	932		
62	61	243/2	243/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	933		
62	61	487/4	487/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	934		
62	61	122	122	0.25	1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	935		
62	61	489/4	489/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	936		
62	61	245/2	245/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	937		
62	61	491/4	491/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	938		
62	61	121	121	1.5	0	0	Chord	2/4	2	2	3/8		1/4	3/2	939		
62	61	245/2	245/2	0.5	3/8	3/8	Chord	2/4	2	2	1/8		1/8	1	940		
63	62	123	123	0.25	0	0	Chord	2/4	1	1	1/16		1/16	1	941		
63	62	493/4	493/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	942		
63	62	247/2	247/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	943		
63	62	495/4	495/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	944		
63	62	124	124	0.25	1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	945		
63	62	497/4	497/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	946		
63	62	249/2	249/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	947		
63	62	499/4	499/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	948		
63	62	123	123	0.5	0	0	Chord	2/4	1	2	1/8		1/8	1	949		
63	62	247/2	247/2	0.5	1/8	1/8	Chord	2/4	1	2	1/8		1/8	1	950		
63	62	124	124	0.5	1/4	1/4	Chord	2/4	1	2	1/8		1/8	1	951		
63	62	249/2	249/2	0.5	3/8	3/8	Chord	2/4	1	2	1/8		1/8	1	952		
63	62	123	123	0.25	0	0	Chord	2/4	2	1	1/16		1/16	1	953		
63	62	493/4	493/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	954		
63	62	247/2	247/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	955		
63	62	495/4	495/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	956		
63	62	124	124	0.25	1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	957		
63	62	497/4	497/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	958		
63	62	249/2	249/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	959		
63	62	499/4	499/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	960		
63	62	123	123	0.5	0	0	Chord	2/4	2	2	1/8		1/8	1	961		
63	62	247/2	247/2	0.5	1/8	1/8	Chord	2/4	2	2	1/8		1/8	1	962		
63	62	124	124	0.5	1/4	1/4	Chord	2/4	2	2	1/8		1/8	1	963		
63	62	249/2	249/2	0.5	3/8	3/8	Chord	2/4	2	2	1/8		1/8	1	964		
64	63	125	125	0.25	0	0	Chord	2/4	1	1	1/16		1/16	1	965		
64	63	501/4	501/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	966		
64	63	251/2	251/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	967		
64	63	503/4	503/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	968		
64	63	126	126	0.25	1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	969		
64	63	505/4	505/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	970		
64	63	253/2	253/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	971		
64	63	507/4	507/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	972		
64	63	125	125	0.5	0	0	Chord	2/4	1	2	1/8		1/8	1	973		
64	63	251/2	251/2	0.5	1/8	1/8	Chord	2/4	1	2	1/8		1/8	1	974		
64	63	126	126	0.25	1/4	1/4	Chord	2/4	1	2	1/16		1/16	1	975		
64	63	125	125	0.25	0	0	Chord	2/4	2	1	1/16		1/16	1	976		
64	63	501/4	501/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	977		
64	63	251/2	251/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	978		
64	63	503/4	503/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	979		
64	63	126	126	0.25	1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	980		
64	63	505/4	505/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	981		
64	63	253/2	253/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	982		
64	63	507/4	507/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	983		
64	63	125	125	0.5	0	0	Chord	2/4	2	2	1/8		1/8	1	984		
64	63	251/2	251/2	0.5	1/8	1/8	Chord	2/4	2	2	1/8		1/8	1	985		
64	63	126	126	0.5	1/4	1/4	Chord	2/4	2	2	1/8		1/8	1	986		
64	63	253/2	253/2	0.5	3/8	3/8	Chord	2/4	2	2	1/8		1/8	1	987		
65	64	127	127	0.25	0	0	Chord	2/4	1	1	1/16		1/16	1	988	f	
65	64	509/4	509/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	989		
65	64	255/2	255/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	990		articStaccatoAbove
65	64	511/4	511/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	991		articStaccatoAbove
65	64	128	128	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	992		
65	64	257/2	257/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	993		
65	64	127	127	0.25	0	0	Chord	2/4	2	1	1/16		1/16	1	994		
65	64	509/4	509/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	995		
65	64	255/2	255/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	996		
65	64	511/4	511/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	997		
65	64	128	128	0.25	1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	998		
65	64	513/4	513/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	999		
65	64	257/2	257/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	1000		
65	64	515/4	515/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	1001		
66	65	129	129	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	1002	p	
66	65	259/2	259/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	1003		
66	65	130	130	0.125	1/4	1/4	Chord	2/4	1	1	1/32		1/32	1	1004	<	
66	65	1041/8	1041/8	0.125	9/32	9/32	Chord	2/4	1	1	1/32		1/32	1	1005		
66	65	521/4	521/4	0.125	5/16	5/16	Chord	2/4	1	1	1/32		1/32	1	1006		
66	65	1043/8	1043/8	0.125	11/32	11/32	Chord	2/4	1	1	1/32		1/32	1	1007		
66	65	261/2	261/2	0.125	3/8	3/8	Chord	2/4	1	1	1/32		1/32	1	1008		
66	65	1045/8	1045/8	0.125	13/32	13/32	Chord	2/4	1	1	1/32		1/32	1	1009		
66	65	523/4	523/4	0.125	7/16	7/16	Chord	2/4	1	1	1/32		1/32	1	1010		
66	65	1047/8	1047/8	0.125	15/32	15/32	Chord	2/4	1	1	1/32		1/32	1	1011		
66	65	129	129	0.25	0	0	Chord	2/4	2	1	1/16		1/16	1	1012		
66	65	517/4	517/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	1013		
66	65	259/2	259/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	1014		
66	65	519/4	519/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	1015		
66	65	130	130	0.25	1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	1016		
66	65	521/4	521/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	1017		
66	65	261/2	261/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	1018		
66	65	523/4	523/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	1019		
66	65	517/4	517/4	0.75	1/16	1/16	Chord	2/4	2	2	3/16		1/8	3/2	1020		
66	65	130	130	0.5	1/4	1/4	Chord	2/4	2	2	1/8		1/8	1	1021		
66	65	261/2	261/2	0.5	3/8	3/8	Chord	2/4	2	2	1/8		1/8	1	1022		
67	66	131	131	0.125	0	0	Chord	2/4	1	1	1/32		1/32	1	1023		
67	66	1049/8	1049/8	0.125	1/32	1/32	Chord	2/4	1	1	1/32		1/32	1	1024		
67	66	525/4	525/4	0.125	1/16	1/16	Chord	2/4	1	1	1/32		1/32	1	1025		
67	66	1051/8	1051/8	0.125	3/32	3/32	Chord	2/4	1	1	1/32		1/32	1	1026		
67	66	263/2	263/2	0.125	1/8	1/8	Chord	2/4	1	1	1/32		1/32	1	1027		
67	66	1053/8	1053/8	0.125	5/32	5/32	Chord	2/4	1	1	1/32		1/32	1	1028		
67	66	527/4	527/4	0.125	3/16	3/16	Chord	2/4	1	1	1/32		1/32	1	1029		
67	66	1055/8	1055/8	0.125	7/32	7/32	Chord	2/4	1	1	1/32		1/32	1	1030		
67	66	132	132	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	1031		
67	66	265/2	265/2	0.0	3/8	3/8	Chord	2/4	1	1	0	acciaccatura	1/8	1	1032		
67	66	265/2	265/2	0.0	3/8	3/8	Chord	2/4	1	1	0	acciaccatura	1/8	1	1033		
67	66	265/2	265/2	0.375	3/8	3/8	Chord	2/4	1	1	3/32		1/16	3/2	1034		
67	66	1063/8	1063/8	0.125	15/32	15/32	Chord	2/4	1	1	1/32		1/32	1	1035		
67	66	265/2	265/2	0.5	3/8	3/8	Chord	2/4	1	2	1/8		1/8	1	1036		
67	66	131	131	0.25	0	0	Chord	2/4	2	1	1/16		1/16	1	1037		
67	66	525/4	525/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	1038		
67	66	263/2	263/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	1039		
67	66	527/4	527/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	1040		
67	66	132	132	0.25	1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	1041		
67	66	529/4	529/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	1042		
67	66	265/2	265/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	1043		
67	66	531/4	531/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	1044		
67	66	131	131	0.5	0	0	Chord	2/4	2	2	1/8		1/8	1	1045		
67	66	263/2	263/2	0.5	1/8	1/8	Chord	2/4	2	2	1/8		1/8	1	1046		
67	66	132	132	0.5	1/4	1/4	Chord	2/4	2	2	1/8		1/8	1	1047		
67	66	265/2	265/2	0.5	3/8	3/8	Chord	2/4	2	2	1/8		1/8	1	1048		
68	67	133	133	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	1049		
68	67	134	134	1.0	1/4	1/4	Chord	2/4	1	1	1/4		1/4	1	1050	f	
68	67	133	133	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	1051		
68	67	134	134	1.0	1/4	1/4	Chord	2/4	2	1	1/4		1/4	1	1052		
69	68	135	135	0.75	0	0	Chord	2/4	1	1	3/16		1/8	3/2	1053		
69	68	543/4	543/4	0.125	3/16	3/16	Chord	2/4	1	1	1/32		1/32	1	1054		
69	68	1087/8	1087/8	0.125	7/32	7/32	Chord	2/4	1	1	1/32		1/32	1	1055		
69	68	135	135	1.0	0	0	Chord	2/4	1	2	1/4		1/4	1	1056		
69	68	136	136	0.5	1/4	1/4	Chord	2/4	1	2	1/8		1/8	1	1057		
69	68	273/2	273/2	0.5	3/8	3/8	Chord	2/4	1	2	1/8		1/8	1	1058		
69	68	135	135	0.75	0	0	Chord	2/4	2	1	3/16		1/8	3/2	1059		
69	68	543/4	543/4	0.125	3/16	3/16	Chord	2/4	2	1	1/32		1/32	1	1060		
69	68	1087/8	1087/8	0.125	7/32	7/32	Chord	2/4	2	1	1/32		1/32	1	1061		
69	68	136	136	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	1062		
69	68	273/2	273/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	1063		
69	68	135	135	1.5	0	0	Chord	2/4	2	2	3/8		1/4	3/2	1064		
69	68	273/2	273/2	0.5	3/8	3/8	Chord	2/4	2	2	1/8		1/8	1	1065		
70	69	138	138	1.0	1/4	1/4	Chord	2/4	1	1	1/4		1/4	1	1066	f	
70	69	137	137	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	1067		
70	69	275/2	275/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	1068		
70	69	138	138	1.0	1/4	1/4	Chord	2/4	2	1	1/4		1/4	1	1069		
70	69	137	137	1.0	0	0	Chord	2/4	2	2	1/4		1/4	1	1070		
70	69	138	138	1.0	1/4	1/4	Chord	2/4	2	2	1/4		1/4	1	1071		
71	70	139	139	1.0	0	0	Chord	2/4	1	1	1/4		1/4	1	1072	f	
71	70	140	140	1.0	1/4	1/4	Chord	2/4	1	1	1/4		1/4	1	1073	f	
71	70	139	139	1.0	0	0	Chord	2/4	2	1	1/4		1/4	1	1074		
71	70	139	139	1.0	0	0	Chord	2/4	2	2	1/4		1/4	1	1075		
71	70	140	140	1.0	1/4	1/4	Chord	2/4	2	2	1/4		1/4	1	1076		
72	71	141	141	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	1077		articStaccatoBelow
72	71	283/2	283/2	1.0	1/8	1/8	Chord	2/4	1	1	1/4		1/4	1	1078		articStaccatoAbove
72	71	285/2	285/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	1079		
72	71	141	141	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	1080		articStaccatoAbove
72	71	283/2	283/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	1081		articStaccatoAbove
72	71	142	142	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	1082		articStaccatoAbove
72	71	285/2	285/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	1083		articStaccatoAbove
73	72	143	143	0.25	0	0	Chord	2/4	1	1	1/16		1/16	1	1084		articStaccatoAbove
73	72	573/4	573/4	0.125	1/16	1/16	Chord	2/4	1	1	1/32		1/32	1	1085	p	
73	72	1147/8	1147/8	0.125	3/32	3/32	Chord	2/4	1	1	1/32		1/32	1	1086		
73	72	287/2	287/2	0.125	1/8	1/8	Chord	2/4	1	1	1/32		1/32	1	1087		
73	72	1149/8	1149/8	0.125	5/32	5/32	Chord	2/4	1	1	1/32		1/32	1	1088		
73	72	575/4	575/4	0.125	3/16	3/16	Chord	2/4	1	1	1/32		1/32	1	1089		
73	72	1151/8	1151/8	0.125	7/32	7/32	Chord	2/4	1	1	1/32		1/32	1	1090		
73	72	144	144	0.125	1/4	1/4	Chord	2/4	1	1	1/32		1/32	1	1091		
73	72	1153/8	1153/8	0.125	9/32	9/32	Chord	2/4	1	1	1/32		1/32	1	1092		
73	72	577/4	577/4	0.125	5/16	5/16	Chord	2/4	1	1	1/32		1/32	1	1093		
73	72	1155/8	1155/8	0.125	11/32	11/32	Chord	2/4	1	1	1/32		1/32	1	1094		
73	72	289/2	289/2	0.125	3/8	3/8	Chord	2/4	1	1	1/32		1/32	1	1095		
73	72	1157/8	1157/8	0.125	13/32	13/32	Chord	2/4	1	1	1/32		1/32	1	1096		
73	72	579/4	579/4	0.125	7/16	7/16	Chord	2/4	1	1	1/32		1/32	1	1097		
73	72	1159/8	1159/8	0.125	15/32	15/32	Chord	2/4	1	1	1/32		1/32	1	1098		
73	72	143	143	0.25	0	0	Chord	2/4	2	1	1/16		1/16	1	1099		articStaccatoBelow
73	72	573/4	573/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	1100		articStaccatoBelow
73	72	287/2	287/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	1101		articStaccatoBelow
73	72	575/4	575/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	1102		articStaccatoBelow
73	72	144	144	0.25	1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	1103		articStaccatoBelow
73	72	577/4	577/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	1104		articStaccatoBelow
73	72	289/2	289/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	1105		articStaccatoBelow
73	72	579/4	579/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	1106		articStaccatoBelow
74	73	145	145	0.125	0	0	Chord	2/4	1	1	1/32		1/32	1	1107		
74	73	1161/8	1161/8	0.125	1/32	1/32	Chord	2/4	1	1	1/32		1/32	1	1108		
74	73	581/4	581/4	0.125	1/16	1/16	Chord	2/4	1	1	1/32		1/32	1	1109		
74	73	1163/8	1163/8	0.125	3/32	3/32	Chord	2/4	1	1	1/32		1/32	1	1110		
74	73	291/2	291/2	0.125	1/8	1/8	Chord	2/4	1	1	1/32		1/32	1	1111		
74	73	1165/8	1165/8	0.125	5/32	5/32	Chord	2/4	1	1	1/32		1/32	1	1112		
74	73	583/4	583/4	0.125	3/16	3/16	Chord	2/4	1	1	1/32		1/32	1	1113		
74	73	1167/8	1167/8	0.125	7/32	7/32	Chord	2/4	1	1	1/32		1/32	1	1114		
74	73	146	146	0.125	1/4	1/4	Chord	2/4	1	1	1/32		1/32	1	1115		
74	73	1169/8	1169/8	0.125	9/32	9/32	Chord	2/4	1	1	1/32		1/32	1	1116		
74	73	585/4	585/4	0.125	5/16	5/16	Chord	2/4	1	1	1/32		1/32	1	1117		
74	73	1171/8	1171/8	0.125	11/32	11/32	Chord	2/4	1	1	1/32		1/32	1	1118		
74	73	293/2	293/2	0.125	3/8	3/8	Chord	2/4	1	1	1/32		1/32	1	1119		
74	73	1173/8	1173/8	0.125	13/32	13/32	Chord	2/4	1	1	1/32		1/32	1	1120		
74	73	587/4	587/4	0.125	7/16	7/16	Chord	2/4	1	1	1/32		1/32	1	1121		
74	73	1175/8	1175/8	0.125	15/32	15/32	Chord	2/4	1	1	1/32		1/32	1	1122		
74	73	145	145	0.25	0	0	Chord	2/4	2	1	1/16		1/16	1	1123		articStaccatoBelow
74	73	581/4	581/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	1124		articStaccatoBelow
74	73	291/2	291/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	1125		articStaccatoBelow
74	73	583/4	583/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	1126		articStaccatoBelow
74	73	146	146	0.25	1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	1127		articStaccatoAbove
74	73	585/4	585/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	1128		articStaccatoAbove
74	73	293/2	293/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	1129		articStaccatoAbove
74	73	587/4	587/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	1130		articStaccatoAbove
75	74	147	147	0.125	0	0	Chord	2/4	1	1	1/32		1/32	1	1131		
75	74	1177/8	1177/8	0.125	1/32	1/32	Chord	2/4	1	1	1/32		1/32	1	1132		
75	74	589/4	589/4	0.125	1/16	1/16	Chord	2/4	1	1	1/32		1/32	1	1133		
75	74	1179/8	1179/8	0.125	3/32	3/32	Chord	2/4	1	1	1/32		1/32	1	1134		
75	74	295/2	295/2	0.125	1/8	1/8	Chord	2/4	1	1	1/32		1/32	1	1135		
75	74	1181/8	1181/8	0.125	5/32	5/32	Chord	2/4	1	1	1/32		1/32	1	1136		
75	74	591/4	591/4	0.125	3/16	3/16	Chord	2/4	1	1	1/32		1/32	1	1137		
75	74	1183/8	1183/8	0.125	7/32	7/32	Chord	2/4	1	1	1/32		1/32	1	1138		
75	74	148	148	0.125	1/4	1/4	Chord	2/4	1	1	1/32		1/32	1	1139		
75	74	1185/8	1185/8	0.125	9/32	9/32	Chord	2/4	1	1	1/32		1/32	1	1140		
75	74	593/4	593/4	0.125	5/16	5/16	Chord	2/4	1	1	1/32		1/32	1	1141		
75	74	1187/8	1187/8	0.125	11/32	11/32	Chord	2/4	1	1	1/32		1/32	1	1142		
75	74	297/2	297/2	0.125	3/8	3/8	Chord	2/4	1	1	1/32		1/32	1	1143		
75	74	1189/8	1189/8	0.125	13/32	13/32	Chord	2/4	1	1	1/32		1/32	1	1144		
75	74	595/4	595/4	0.125	7/16	7/16	Chord	2/4	1	1	1/32		1/32	1	1145		
75	74	1191/8	1191/8	0.125	15/32	15/32	Chord	2/4	1	1	1/32		1/32	1	1146		
75	74	147	147	0.25	0	0	Chord	2/4	2	1	1/16		1/16	1	1147		articStaccatoAbove
75	74	589/4	589/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	1148		articStaccatoAbove
75	74	295/2	295/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	1149		articStaccatoAbove
75	74	591/4	591/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	1150		articStaccatoAbove
75	74	148	148	0.25	1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	1151		articStaccatoAbove
75	74	593/4	593/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	1152		articStaccatoAbove
75	74	297/2	297/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	1153		articStaccatoAbove
75	74	595/4	595/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	1154		articStaccatoAbove
76	75	149	149	0.25	0	0	Chord	2/4	1	1	1/16		1/16	1	1155	<	
76	75	597/4	597/4	0.125	1/16	1/16	Chord	2/4	1	1	1/32		1/32	1	1156		
76	75	1195/8	1195/8	0.125	3/32	3/32	Chord	2/4	1	1	1/32		1/32	1	1157		
76	75	299/2	299/2	0.125	1/8	1/8	Chord	2/4	1	1	1/32		1/32	1	1158		
76	75	1197/8	1197/8	0.125	5/32	5/32	Chord	2/4	1	1	1/32		1/32	1	1159		
76	75	599/4	599/4	0.125	3/16	3/16	Chord	2/4	1	1	1/32		1/32	1	1160		
76	75	1199/8	1199/8	0.125	7/32	7/32	Chord	2/4	1	1	1/32		1/32	1	1161		
76	75	150	150	0.125	1/4	1/4	Chord	2/4	1	1	1/32		1/32	1	1162		
